cagl_id,gwk60_id_clean,qng_id,cgla_gene_name_from_deseq,cgla_common_name,cg_to_sc_relationship,pre_WGD_Ancestor,scer_gene_id,scer_gene_name,SGD_essentiality,SGD_description
CAGL0G08063g,GWK60_G07799,QNG14047.1,GWK60_G07799,,1-to-1,Anc_8.230,YDR092W,UBC13,,E2 ubiquitin-conjugating enzyme; involved in the error-free DNA postreplication repair pathway; interacts with Mms2p to assemble ubiquitin chains at the Ub Lys-63 residue; DNA damage triggers redistribution from the cytoplasm to the nucleus
CAGL0G08085g,GWK60_G07821,QNG14048.1,GWK60_G07821,,2-to-2,Anc_8.231,YDR093W,DNF2,,"Aminophospholipid translocase (flippase); localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase; DNF2 has a paralog, DNF1, that arose from the whole genome duplication"
CAGL0G08107g,GWK60_G07843,QNG14049.1,GWK60_G07843,,2-to-2,Anc_8.234,YDR096W,GIS1,,"Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact, promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog, RPH1, that arose from the whole genome duplication"
CAGL0G08129g,GWK60_G07865,QNG14050.1,GWK60_G07865,,1-to-1,Anc_8.235,YDR097C,MSH6,,Protein required for mismatch repair in mitosis and meiosis; forms a complex with Msh2p to repair both single-base & insertion-deletion mispairs; also involved in interstrand cross-link repair; potentially phosphorylated by Cdc28p
CAGL0G08151g,GWK60_G07887,QNG14051.1,GWK60_G07887,GRX4,2-to-2,Anc_8.240,YDR098C,GRX3,,"Glutathione-dependent oxidoreductase; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx4p and Grx5p; protects cells from oxidative damage; with Grx4p, binds to Aft1p in iron-replete conditions, promoting its dissociation from promoters; evidence exists indicating that the translation start site is not Met1 as currently annotated, but rather Met36; GRX3 has a paralog, GRX4, that arose from the whole genome duplication"
CAGL0G08173g,GWK60_G07909,QNG14052.1,GWK60_G07909,,1-to-1,Anc_8.386,YLR167W,RPS31,inviable,"Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; interacts genetically with translation factor eIF2B; homologous to mammalian ribosomal protein S27A, no bacterial homolog"
CAGL0G08195g,GWK60_G07931,QNG14053.1,GWK60_G07931,,1-to-2,Anc_8.388,YLR168C,UPS2,,"Mitochondrial intermembrane space protein; involved in phospholipid metabolism; has role in regulation of phospholipid metabolism by inhibiting conversion of phosphatidylethanolamine to phosphatidylcholine; null mutant has defects in mitochondrial morphology; similar to Ups1p, Ups3p and to human PRELI; UPS2 has a paralog, UPS3, that arose from the whole genome duplication"
CAGL0G08217g,GWK60_G07953,QNG14054.1,GWK60_G07953,,1-to-1,Anc_8.389,YLR246W,ERF2,,Subunit of a palmitoyltransferase; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole; palmitoyltransferase is composed of Erf2p and Shr5p
CAGL0G08228g,GWK60_G07975,QNG14055.1,GWK60_G07975,,1-to-1,Anc_8.391,YLR245C,CDD1,,"Cytidine deaminase; catalyzes the modification of cytidine to uridine in vitro but native RNA substrates have not been identified, localizes to both the nucleus and cytoplasm"
CAGL0G08250g,GWK60_G07997,QNG14056.1,GWK60_G07997,,1-to-1,Anc_8.392,YLR244C,MAP1,,Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map2p
CAGL0G08272g,GWK60_G08019,QNG14057.1,GWK60_G08019,,1-to-1,Anc_8.393,YDR188W,CCT6,inviable,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif"
CAGL0G08294g,GWK60_G08041,QNG14058.1,GWK60_G08041,,1-to-1,Anc_8.397,YLR243W,GPN3,inviable,Putative GTPase with a role in biogenesis of RNA pol II and polIII; may be involved in assembly of RNA polymerases II and III and in their transport into the nucleus; may have a role in sister chromatid cohesion; contains a Gly-Pro-Asn motif in the G domain; similar to Npa3p and Gpn2p
CAGL0G08316g,GWK60_G08063,QNG14059.1,ARV1,ARV1,1-to-1,Anc_8.399,YLR242C,ARV1,,Cortical ER protein; implicated in the membrane insertion of tail-anchored C-terminal single transmembrane domain proteins; may function in transport of glycosylphosphatidylinositol intermediates into ER lumen; required for normal intracellular sterol distribution; human ARV1 required for normal cholesterol and bile acid homeostasis; similar to Nup120p
CAGL0G08338g,GWK60_G08085,QNG14060.1,GWK60_G08085,,1-to-1,Anc_8.400,YLR241W,,,Putative protein of unknown function; may be involved in detoxification
CAGL0G08360g,GWK60_G08107,QNG14061.1,VPS34,VPS34,1-to-1,Anc_8.401,YLR240W,VPS34,,"Phosphatidylinositol (PI) 3-kinase that synthesizes PI-3-phosphate; forms membrane-associated signal transduction complex with Vps15p to regulate protein sorting; activated by the GTP-bound form of Gpa1p; a fraction is localized, with Vps15p, to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery"
CAGL0G08382g,GWK60_G08129,QNG14062.1,GWK60_G08129,,1-to-1,Anc_8.403,YDR195W,REF2,,"RNA-binding protein; involved in the cleavage step of mRNA 3'-end formation prior to polyadenylation, and in snoRNA maturation; part of holo-CPF subcomplex APT, which associates with 3'-ends of snoRNA- and mRNA-encoding genes; relocalizes to the cytosol in response to hypoxia"
CAGL0G08404g,GWK60_G08151,QNG14063.1,GWK60_G08151,,1-to-1,Anc_8.407,YLR239C,LIP2,,Lipoyl ligase; involved in the modification of mitochondrial enzymes by the attachment of lipoic acid groups
CAGL0G08426g,GWK60_G08173,QNG14064.1,GWK60_G08173,,2-to-2,Anc_8.408,YLR238W,FAR10,,"Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p, Far7p, Far8p, Far9p, and Far11p; potential Cdc28p substrate; FAR10 has a paralog, VPS64, that arose from the whole genome duplication"
CAGL0G08448g,GWK60_G08195,QNG14065.1,THI7,THI7,1-to-1,Anc_8.412,YLR237W,THI7,,Plasma membrane transporter responsible for the uptake of thiamine; member of the major facilitator superfamily of transporters; mutation of human ortholog causes thiamine-responsive megaloblastic anemia
CAGL0G08470g,GWK60_G08217,QNG14066.1,GWK60_G08217,,1-to-1,Anc_8.414,YLR234W,TOP3,,"DNA Topoisomerase III; conserved protein that functions in a complex with Sgs1p and Rmi1p to relax single-stranded negatively-supercoiled DNA preferentially, involved in telomere stability and regulation of mitotic recombination"
CAGL0G08492g,GWK60_G08239,QNG14067.1,GWK60_G08239,,2-to-2,Anc_8.415,YLR233C,EST1,,"TLC1 RNA-associated factor involved in telomere length regulation; recruitment subunit of telomerase; has G-quadruplex promoting activity required for telomere elongation; possible role in activating telomere-bound Est2p-TLC1-RNA; EST1 has a paralog, EBS1, that arose from the whole genome duplication"
CAGL0G08558g,GWK60_G08283,QNG14068.1,GWK60_G08283,,1-to-1,Anc_2.249,YIL118W,RHO3,inviable,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p
CAGL0G08602g,GWK60_G08305,QNG14069.1,GWK60_G08305,,1-to-1,Anc_2.244,YIL119C,RPI1,,"Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF"
CAGL0G08624g,GWK60_G08327,QNG14070.1,QDR2,QDR2,2-to-2,Anc_2.242,YIL120W,QDR1,,"Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in spore wall assembly; sequence similarity to DTR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; required for resistance to quinidine, ketoconazole, fluconazole, and barban; QDR1 has a paralog, AQR1, that arose from the whole genome duplication"
CAGL0G08646g,GWK60_G08349,QNG14071.1,GWK60_G08349,,1-to-1,Anc_2.240,YIL122W,POG1,,Nuclear chromatin-associated protein of unknown function; overexpression promotes recovery from pheromone induced arrest and suppresses the stress sensitivity caused by a mutation in the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; potential Cdc28p substrate; SBF regulated
CAGL0G08668g,GWK60_G08371,QNG14072.1,GWK60_G08371,,2-to-2,Anc_2.239,YIL123W,SIM1,,"Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog, SUN4, that arose from the whole genome duplication"
CAGL0G08690g,GWK60_G08393,QNG14073.1,GWK60_G08393,,1-to-1,Anc_2.238,YIL124W,AYR1,,"Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in the mobilization of non-polar lipids; found in lipid particles, the endoplasmic reticulum and the mitochondrial outer membrane; required for spore germination; capable of metabolizing steroid hormones; oleic acid inducible"
CAGL0G08712g,GWK60_G08415,QNG14074.1,GWK60_G08415,,1-to-1,Anc_2.237,YIL125W,KGD1,,"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA"
CAGL0G08734g,GWK60_G08437,QNG14075.1,GWK60_G08437,,1-to-1,Anc_2.236,YNL067W,RPL9B,,"Ribosomal 60S subunit protein L9B; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9B has a paralog, RPL9A, that arose from a single-locus duplication"
CAGL0G08756g,GWK60_G08459,QNG14076.1,GWK60_G08459,,1-to-1,Anc_2.235,YIL126W,STH1,inviable,ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; essential helicase-related protein homologous to Snf2p
CAGL0G08778g,GWK60_G08481,QNG14077.1,GWK60_G08481,,1-to-1,Anc_2.234,YIL127C,RRT14,,Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis
CAGL0G08800g,GWK60_G08503,QNG14078.1,GWK60_G08503,,1-to-1,Anc_2.233,YIL128W,MET18,,"Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19"
CAGL0G08822g,GWK60_G08525,QNG14079.1,GWK60_G08525,,1-to-1,Anc_2.232,YIL129C,TAO3,inviable,"Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p"
CAGL0G08844g,GWK60_G08547,QNG14080.1,GWK60_G08547,,1-to-1,Anc_2.231,YIL130W,ASG1,,"Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance"
CAGL0G08866g,GWK60_G08569,QNG14081.1,GWK60_G08569,,2-to-2,Anc_2.230,YIL131C,FKH1,,"Forkhead family transcription factor; minor role in expression of G2/M phase genes; negatively regulates transcription elongation; positive role in chromatin silencing at HML, HMR; facilitates clustering and activation of early-firing replication origins; binds to recombination enhancer near HML, regulates donor preference during mating-type switching; relocalizes to cytosol in response to hypoxia; FKH1 has a paralog, FKH2, that arose from the whole genome duplication"
CAGL0G08888g,GWK60_G08591,QNG14082.1,GWK60_G08591,,1-to-1,Anc_2.229,YIL132C,CSM2,,"Component of the Shu complex, which promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p function; structural analysis reveals a similar DNA-binding region in both Psy3p and Csm2p and that both regions work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis"
CAGL0G08910g,GWK60_G08613,QNG14083.1,GWK60_G08613,,1-to-1,Anc_2.227,YIL134W,FLX1,,"Protein required for transport of flavin adenine dinucleotide (FAD); a synthesis product of riboflavin, across the mitochondrial membrane"
CAGL0G08932g,GWK60_G08635,QNG14084.1,GWK60_G08635,,1-to-1,Anc_1.372,YOL018C,TLG2,,"Syntaxin-like t-SNARE; forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds Vps45p, which prevents Tlg2p degradation and also facilitates t-SNARE complex formation; homologous to mammalian SNARE protein syntaxin 16 (Sx16)"
CAGL0G08954g,GWK60_G08657,QNG14085.1,GWK60_G08657,,1-to-2,Anc_1.371,YOL019W,,,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; YOL019W has a paralog, DCV1, that arose from the whole genome duplication"
CAGL0G09020g,GWK60_G08701,QNG14086.1,GWK60_G08701,,1-to-1,Anc_6.214,YPL203W,TPK2,,cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia
CAGL0G09042g,GWK60_G08723,QNG14087.1,GWK60_G08723,,2-to-2,Anc_6.211,YPL202C,AFT2,,"Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog, AFT1, that arose from the whole genome duplication"
CAGL0G09064g,GWK60_G08745,QNG14088.1,GWK60_G08745,,1-to-1,Anc_6.210,YPL201C,YIG1,,Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol
CAGL0G09086g,GWK60_G08767,QNG14089.1,GWK60_G08767,,1-to-0,,,,,
CAGL0G09108g,GWK60_G08789,QNG14090.1,GWK60_G08789,,1-to-1,Anc_6.207,YPL199C,,,Putative protein of unknown function; predicted to be palmitoylated
CAGL0G09119g,GWK60_G08833,QNG14092.1,GWK60_G08833,,1-to-0,,,,,
CAGL0G09130g,GWK60_G08811,QNG14091.1,GWK60_G08811,,1-to-2,Anc_6.206,YPL198W,RPL7B,,"Ribosomal 60S subunit protein L7B; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog, RPL7A, that arose from the whole genome duplication"
CAGL0G09152g,GWK60_G08855,QNG14093.1,GWK60_G08855,,1-to-1,Anc_6.203,YPL196W,OXR1,,Protein of unknown function required for oxidative damage resistance; required for normal levels of resistance to oxidative damage; null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes
CAGL0G09174g,GWK60_G08877,QNG14094.1,GWK60_G08877,,1-to-1,Anc_6.201,YPL195W,APL5,,Delta adaptin-like subunit of the clathrin associated protein complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; suppressor of loss of casein kinase 1 function; the clathrin associated protein complex is also known as AP-3
CAGL0G09196g,GWK60_G08899,QNG14095.1,GWK60_G08899,,1-to-1,Anc_6.200,YPL194W,DDC1,,"DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response, required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress"
CAGL0G09218g,GWK60_G08921,QNG14096.1,GWK60_G08921,,1-to-1,Anc_6.198,YPL193W,RSA1,,Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly
CAGL0G09229g,GWK60_G08943,QNG14097.1,GWK60_G08943,,1-to-1,Anc_6.197,YPL192C,PRM3,,Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; localizes to the outer face of the nuclear membrane; interacts with Kar5p at the spindle pole body
CAGL0G09251g,GWK60_G08965,QNG14098.1,GWK60_G08965,,2-to-2,Anc_6.195,YPL191C,,,"Putative protein of unknown function; diploid deletion strain exhibits high budding index; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YPL191C has a paralog, YGL082W, that arose from the whole genome duplication"
CAGL0G09262g,GWK60_G08987,QNG14099.1,GWK60_G08987,,1-to-0,,,,,
CAGL0G09273g,GWK60_G09009,QNG14100.1,GWK60_G09009,,2-to-2,Anc_5.143,YGR197C,SNG1,,"Protein involved in resistance to nitrosoguanidine and 6-azauracil; expression is regulated by transcription factors involved in multidrug resistance; SNG1 has a paralog, YJR015W, that arose from the whole genome duplication"
CAGL0G09295g,GWK60_G09031,QNG14101.1,GWK60_G09031,,1-to-1,Anc_5.145,YGR196C,FYV8,,Protein of unknown function; required for survival upon exposure to K1 killer toxin
CAGL0G09317g,GWK60_G09053,QNG14102.1,GWK60_G09053,,1-to-1,Anc_5.146,YGR195W,SKI6,inviable,Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp41p (EXOSC4)
CAGL0G09339g,GWK60_G09075,QNG14103.1,GWK60_G09075,,1-to-1,Anc_5.152,YGR194C,XKS1,,Xylulokinase; converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains
CAGL0G09361g,GWK60_G09097,QNG14104.1,GWK60_G09097,,1-to-1,Anc_5.153,YGR193C,PDX1,,E3-binding protein of the mitochondrial pyruvate dehydrogenase complex; plays a structural role in the complex by binding and positioning Dihydrolipoamide dehydrogenase (E3) to the dihydrolipoamide acetyltransferase (E2) core
CAGL0G09383g,GWK60_G09119,QNG14105.1,TDH3,TDH3,1-to-2,Anc_5.155,YGR192C,TDH3,,"Glyceraldehyde-3-phosphate dehydrogenase, isozyme 3; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; TDH3 has a paralog, TDH2, that arose from the whole genome duplication"
CAGL0G09449g,GWK60_G09163,QNG14106.1,CRH1,CRH1,1-to-1,Anc_5.159,YGR189C,CRH1,,Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress
CAGL0G09493g,GWK60_G09207,QNG14107.1,GWK60_G09207,,1-to-1,Anc_6.100,YOR191W,ULS1,,Protein involved in proteolytic control of sumoylated substrates; contains RING finger domain; interacts with SUMO (Smt3p); member of the SWI/SNF family of DNA-dependent ATPases; plays a role in antagonizing silencing during mating-type switching; relocalizes from nucleus to cytoplasm upon DNA replication stress
CAGL0G09515g,GWK60_G09229,QNG14108.1,GWK60_G09229,,2-to-2,Anc_6.099,YOR190W,SPR1,,"Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance; SPR1 has a paralog, EXG1, that arose from the whole genome duplication"
CAGL0G09537g,GWK60_G09251,QNG14109.1,GWK60_G09251,,1-to-1,Anc_6.098,YOR189W,IES4,,Component of the INO80 chromatiin remodeling complex; target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses
CAGL0G09559g,GWK60_G09273,QNG14110.1,GWK60_G09273,,1-to-1,Anc_6.097,YOR188W,MSB1,,"Protein of unknown function; may be involved in positive regulation of 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42, and of mutations in BEM4; potential Cdc28p substrate; relocalizes from bud neck to cytoplasm upon DNA replication stress"
CAGL0G09581g,GWK60_G09295,QNG14111.1,GWK60_G09295,,1-to-1,Anc_6.095,YOR187W,TUF1,,"Mitochondrial translation elongation factor Tu; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans"
CAGL0G09603g,GWK60_G09317,QNG14112.1,GWK60_G09317,,2-to-2,Anc_6.093,YOR186W,,,"Putative protein of unknown function; proper regulation of expression during heat stress is sphingolipid-dependent; YOR186W has a paralog, YLR297W, that arose from the whole genome duplication"
CAGL0G09625g,GWK60_G09339,QNG14113.1,GWK60_G09339,,1-to-0,,,,,
CAGL0G09669g,GWK60_G09383,QNG14115.1,GWK60_G09383,,1-to-1,Anc_6.088,YLR291C,GCD7,inviable,Beta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression
CAGL0G09691g,GWK60_G09405,QNG14116.1,GWK60_G09405,,1-to-1,Anc_6.084,YOR184W,SER1,,"3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress"
CAGL0G09713g,GWK60_G09427,QNG14117.1,GWK60_G09427,,1-to-2,Anc_6.083,YOR182C,RPS30B,inviable,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
CAGL0G09735g,GWK60_G09449,QNG14118.1,GWK60_G09449,,1-to-1,Anc_6.081,YOR181W,LAS17,inviable,"Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments and a polyproline domain which can nucleate actin filaments independent of Arp2/3; mutants are defective in actin cytoskeleton dependent processes such as: endocytosis, bud site selection and cytokinesis; localizes with the Arp2/3 complex to actin cortical patches; homolog of the Wiskott-Aldrich Syndrome protein (WASP), implicated in severe immunodeficiency"
CAGL0G09757g,GWK60_G09471,QNG14119.1,GWK60_G09471,,1-to-1,Anc_6.075,YLR278C,,,Zinc-cluster protein; GFP-fusion protein localizes to the nucleus; mutant shows moderate growth defect on caffeine; has a prion-domain like fragment that increases frequency of [URE3]; YLR278C is not an essential gene
CAGL0G09779g,GWK60_G09493,QNG14120.1,GWK60_G09493,,2-to-2,Anc_6.074,YOR179C,SYC1,,"Subunit of the APT subcomplex of cleavage and polyadenylation factor; may have a role in 3' end formation of both polyadenylated and non-polyadenylated RNAs; SYC1 has a paralog, YSH1, that arose from the whole genome duplication"
CAGL0G09801g,GWK60_G09515,QNG14121.1,GWK60_G09515,,1-to-1,Anc_7.532,YPR175W,DPB2,inviable,Second largest subunit of DNA polymerase II (DNA polymerase epsilon); required for maintenance of fidelity of chromosomal replication; essential motif in C-terminus is required for formation of the four-subunit Pol epsilon; expression peaks at the G1/S phase boundary; Cdc28p substrate
CAGL0G09823g,GWK60_G09537,QNG14122.1,GWK60_G09537,,1-to-1,Anc_7.533,YPR176C,BET2,inviable,Beta subunit of Type II geranylgeranyltransferase; required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p
CAGL0G09845g,GWK60_G09559,QNG14123.1,GWK60_G09559,,1-to-1,Anc_7.534,YPR178W,PRP4,inviable,Splicing factor; component of the U4/U6-U5 snRNP complex
CAGL0G09867g,GWK60_G09581,QNG14124.1,GWK60_G09581,,1-to-1,Anc_7.535,YPR179C,HDA3,,Subunit of the HDA1 histone deacetylase complex; possibly tetrameric trichostatin A-sensitive class II histone deacetylase complex contains Hda1p homodimer and an Hda2p-Hda3p heterodimer; required for the activity of the complex; relocalizes to the cytosol in response to hypoxia; similar to Hda2p
CAGL0G09889g,GWK60_G09603,QNG14125.1,GWK60_G09603,,1-to-1,Anc_7.536,YPR180W,AOS1,inviable,"Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Uba2p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability; relocalizes to the cytosol in response to hypoxia"
CAGL0G09911g,GWK60_G09625,QNG14126.1,GWK60_G09625,,2-to-1,Anc_7.537,YPR181C,SEC23,inviable,"GTPase-activating protein, stimulates the GTPase activity of Sar1p; component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat, involved in ER to Golgi transport; substrate of Ubp3/Bre5 complex; ubiquitylated by Ub-ligase Rsp5p; proteasome-mediated degradation of Sec23p is regulated by Cdc48p"
CAGL0G09933g,GWK60_G09647,QNG14127.1,GWK60_G09647,,1-to-1,Anc_7.539,YPR182W,SMX3,inviable,"Core Sm protein Sm F; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm F"
CAGL0G09955g,GWK60_G09669,QNG14128.1,GWK60_G09669,,1-to-1,Anc_7.540,YPR183W,DPM1,inviable,"Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane; catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphatidylinositol membrane anchoring, O mannosylation, and protein glycosylation"
CAGL0G09977g,GWK60_G09691,QNG14129.1,GDB1,GDB1,1-to-1,Anc_7.541,YPR184W,GDB1,,"Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress"
CAGL0G09999g,GWK60_G09713,QNG14130.1,GWK60_G09713,,1-to-1,Anc_7.542,YPR185W,ATG13,,Regulatory subunit of the Atg1p signaling complex; stimulates Atg1p kinase activity; required for vesicle formation during autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; contains a HORMA domain required for autophagy and for recruitment of the phosphatidylinositol 3-kinase complex subunit Atg14p to the pre-autophagosomal structure
CAGL0G10021g,GWK60_G09735,QNG14131.1,GWK60_G09735,,1-to-1,Anc_7.543,YPR186C,PZF1,inviable,Transcription factor IIIA (TFIIIA); essential DNA binding protein required for transcription of 5S rRNA by RNA polymerase III; not involved in transcription of other RNAP III genes; nine conserved zinc fingers; may also bind 5S rRNA
CAGL0G10043g,GWK60_G09757,QNG14132.1,GWK60_G09757,,1-to-1,Anc_7.544,YPR187W,RPO26,inviable,"RNA polymerase subunit ABC23; common to RNA polymerases I, II, and III; part of central core; similar to bacterial omega subunit"
CAGL0G10065g,GWK60_G09779,QNG14133.1,GWK60_G09779,,1-to-1,Anc_7.545,YPR188C,MLC2,,"Regulatory light chain for the type II myosin Myo1p; binds to an IQ motif of Myo1p, localization to the bud neck depends on Myo1p; involved in the disassembly of the Myo1p ring"
CAGL0G10087g,GWK60_G09801,QNG14134.1,GWK60_G09801,,1-to-1,Anc_7.546,YPR189W,SKI3,,"Ski complex component and TPR protein; mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay; mutations in the human ortholog, TTC37, causes Syndromic diarrhea/Trichohepatoenteric (SD/THE) syndrome"
CAGL0G10109g,GWK60_G09823,QNG14135.1,GWK60_G09823,,1-to-1,Anc_7.547,YPR190C,RPC82,inviable,RNA polymerase III subunit C82
CAGL0G10131g,GWK60_G09845,QNG14136.1,GWK60_G09845,,1-to-1,Anc_7.548,YPR191W,QCR2,,"Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme"
