"gwk60_id","qng_id","cagl_id","gene_name"
"GWK60_H02519","QNG14249.1","CAGL0H02717g","protein_coding"
"GWK60_H02585","QNG14251.1","CAGL0H02783g","protein_coding"
"GWK60_H02607","QNG14252.1","CAGL0H02805g","protein_coding"
"GWK60_H02629","QNG14253.1","CAGL0H02827g","protein_coding"
"GWK60_H02651","QNG14254.1","CAGL0H02849g","protein_coding"
"GWK60_H02673","QNG14255.1","CAGL0H02871g","protein_coding"
"GWK60_H02695","QNG14256.1","CAGL0H02893g","protein_coding"
"GWK60_H02739","QNG14257.1","CAGL0H02937g","protein_coding"
"GWK60_H02805","QNG14259.1","CAGL0H03003g","protein_coding"
"GWK60_H02827","QNG14260.1","CAGL0H03025g","protein_coding"
"GWK60_H02849","QNG14261.1","CAGL0H03047g","protein_coding"
"GWK60_H02871","QNG14262.1","CAGL0H03069g","protein_coding"
"GWK60_H02893","QNG14263.1","CAGL0H03091g","protein_coding"
"GWK60_H02915","QNG14264.1","CAGL0H03113g","protein_coding"
"GWK60_H02959","QNG14266.1","CAGL0H03157g","protein_coding"
"GWK60_H02981","QNG14267.1","CAGL0H03179g","protein_coding"
"GWK60_H03003","QNG14268.1","CAGL0H03201g","protein_coding"
"GWK60_H03025","QNG14269.1","CAGL0H03223g","protein_coding"
"GWK60_H03047","QNG14270.1","CAGL0H03245g","protein_coding"
"GWK60_H03069","QNG14271.1","CAGL0H03267g","protein_coding"
"GWK60_H03091","QNG14272.1","CAGL0H03289g","protein_coding"
"GWK60_H03113","QNG14273.1","CAGL0H03311g","protein_coding"
"GWK60_H03135","QNG14274.1","CAGL0H03333g","protein_coding"
"GWK60_H03157","QNG14275.1","CAGL0H03355g","protein_coding"
"GWK60_H03201","QNG14277.1","CAGL0H03399g","protein_coding"
"GWK60_H03223","QNG14278.1","CAGL0H03421g","protein_coding"
"GWK60_H03245","QNG14279.1","CAGL0H03443g","protein_coding"
"GWK60_H03289","QNG14281.1","CAGL0H03509g","protein_coding"
"GWK60_H03333","QNG14283.1","CAGL0H03553g","protein_coding"
"GWK60_H03355","QNG14284.1","CAGL0H03575g","protein_coding"
"GWK60_H03377","QNG14285.1","CAGL0H03597g","protein_coding"
"GWK60_H03399","QNG14286.1","CAGL0H03619g","protein_coding"
"GWK60_H03421","QNG14287.1","CAGL0H03641g","protein_coding"
"GWK60_H03443","QNG14288.1","CAGL0H03663g","protein_coding"
"GWK60_H03465","QNG14289.1","CAGL0H03685g","protein_coding"
"GWK60_H03487","QNG14290.1","CAGL0H03707g","protein_coding"
"GWK60_H03509","QNG14291.1","CAGL0H03729g","protein_coding"
"GWK60_H03531","QNG14292.1","CAGL0H03751g","protein_coding"
"GWK60_H03553","QNG14293.1","CAGL0H03773g","protein_coding"
"GWK60_H03597","QNG14295.1","CAGL0H03817g","protein_coding"
"GWK60_H03619","QNG14296.1","CAGL0H03839g","protein_coding"
"GWK60_H03641","QNG14297.1","CAGL0H03861g","protein_coding"
"GWK60_H03663","QNG14298.1","CAGL0H03883g","protein_coding"
"GWK60_H03685","QNG14299.1","CAGL0H03905g","protein_coding"
"GWK60_H03707","QNG14300.1","CAGL0H03927g","protein_coding"
"GWK60_H03729","QNG14301.1","CAGL0H03938g","protein_coding"
"GWK60_H03751","QNG14302.1","CAGL0H03949g","protein_coding"
"GWK60_H03773","QNG14303.1","CAGL0H03971g","protein_coding"
"GWK60_H03795","QNG14304.1","CAGL0H03993g","protein_coding"
"GWK60_H03817","QNG14305.1","CAGL0H04015g","protein_coding"
"GWK60_H03839","QNG14306.1","CAGL0H04037g","protein_coding"
"GWK60_H03861","QNG14307.1","CAGL0H04059g","protein_coding"
"GWK60_H03905","QNG14309.1","CAGL0H04103g","protein_coding"
"GWK60_H03927","QNG14310.1","CAGL0H04125g","protein_coding"
"GWK60_H03949","QNG14311.1","CAGL0H04147g","protein_coding"
"GWK60_H03971","QNG14312.1","CAGL0H04169g","protein_coding"
"GWK60_H03993","QNG14313.1","CAGL0H04191g","protein_coding"
"GWK60_H04015","QNG14314.1","CAGL0H04213g","protein_coding"
"GWK60_H04037","QNG14315.1","CAGL0H04235g","protein_coding"
"GWK60_H04081","QNG14317.1","CAGL0H04262g","protein_coding"
"GWK60_H04125","QNG14319.1","CAGL0H04284g","protein_coding"
"GWK60_H04169","QNG14321.1","CAGL0H04295g","protein_coding"
"GWK60_H04191","QNG14322.1","CAGL0H04301g","protein_coding"
"GWK60_H04213","QNG14323.1","CAGL0H04323g","protein_coding"
"GWK60_H04235","QNG14324.1","CAGL0H04345g","protein_coding"
"GWK60_H04279","QNG14326.1","CAGL0H04389g","protein_coding"
"GWK60_H04301","QNG14327.1","CAGL0H04411g","protein_coding"
"GWK60_H04345","QNG14328.1","CAGL0H04455g","protein_coding"
"GWK60_H04367","QNG14329.1","CAGL0H04477g","protein_coding"
"GWK60_H04389","QNG14330.1","CAGL0H04499g","protein_coding"
"GWK60_H04411","QNG14331.1","CAGL0H04521g","protein_coding"
"GWK60_H04433","QNG14332.1","CAGL0H04543g","protein_coding"
"GWK60_H04455","QNG14333.1","CAGL0H04565g","protein_coding"
"GWK60_H04477","QNG14334.1","CAGL0H04587g","protein_coding"
"GWK60_H04499","QNG14335.1","CAGL0H04609g","protein_coding"
"GWK60_H04565","QNG14338.1","CAGL0H04675g","protein_coding"
"GWK60_H04587","QNG14339.1","CAGL0H04691g","protein_coding"
"GWK60_H04609","QNG14340.1","CAGL0H04697g","protein_coding"
"GWK60_H04631","QNG14341.1","CAGL0H04719g","protein_coding"
"GWK60_H04653","QNG14342.1","CAGL0H04741g","protein_coding"
"GWK60_H04675","QNG14343.1","CAGL0H04763g","protein_coding"
"GWK60_H04697","QNG14344.1","CAGL0H04785g","protein_coding"
"GWK60_H04719","QNG14345.1","CAGL0H04807g","protein_coding"
"GWK60_H04741","QNG14346.1","CAGL0H04829g","protein_coding"
"GWK60_H04763","QNG14347.1","CAGL0H04851g","protein_coding"
"GWK60_H04785","QNG14348.1","CAGL0H04873g","protein_coding"
"GWK60_H04807","QNG14349.1","CAGL0H04895g","protein_coding"
"GWK60_H04829","QNG14350.1","CAGL0H04917g","protein_coding"
"GWK60_H04851","QNG14351.1","CAGL0H04939g","protein_coding"
"GWK60_H04873","QNG14352.1","CAGL0H04961g","protein_coding"
"GWK60_H04917","QNG14354.1","CAGL0H05005g","protein_coding"
"GWK60_H04939","QNG14355.1","CAGL0H05027g","protein_coding"
"GWK60_H04961","QNG14356.1","CAGL0H05049g","protein_coding"
"GWK60_H04983","QNG14357.1","CAGL0H05071g","protein_coding"
"GWK60_H05005","QNG14358.1","CAGL0H05093g","protein_coding"
"GWK60_H05027","QNG14359.1","CAGL0H05115g","protein_coding"
"GWK60_H05049","QNG14360.1","CAGL0H05137g","protein_coding"
"GWK60_H05071","QNG14361.1","CAGL0H05159g","protein_coding"
"GWK60_H05093","QNG14362.1","CAGL0H05181g","protein_coding"
"GWK60_H05115","QNG14363.1","CAGL0H05203g","protein_coding"
"GWK60_H05137","QNG14364.1","CAGL0H05225g","protein_coding"
"GWK60_H05159","QNG14365.1","CAGL0H05247g","protein_coding"
"GWK60_H05181","QNG14366.1","CAGL0H05269g","protein_coding"
"GWK60_H05225","QNG14368.1","CAGL0H05313g","protein_coding"
"GWK60_H05247","QNG14369.1","CAGL0H05335g","protein_coding"
"GWK60_H05269","QNG14370.1","CAGL0H05357g","protein_coding"
"GWK60_H05291","QNG14371.1","CAGL0H05379g","protein_coding"
"GWK60_H05313","QNG14372.1","CAGL0H05401g","protein_coding"
"GWK60_H05335","QNG14373.1","CAGL0H05423g","protein_coding"
"GWK60_H05401","QNG14375.1","CAGL0H05489g","protein_coding"
"GWK60_H05423","QNG14376.1","CAGL0H05511g","protein_coding"
"GWK60_H05445","QNG14377.1","CAGL0H05533g","protein_coding"
"GWK60_H05467","QNG14378.1","CAGL0H05555g","protein_coding"
"GWK60_H05489","QNG14379.1","CAGL0H05577g","protein_coding"
"GWK60_H05511","QNG14380.1","CAGL0H05599g","protein_coding"
"GWK60_H05555","QNG14382.1","CAGL0H05643g","protein_coding"
"GWK60_H05599","QNG14384.1","CAGL0H05687g","protein_coding"
"GWK60_H05621","QNG14385.1","CAGL0H05709g","protein_coding"
"GWK60_H05643","QNG14386.1","CAGL0H05731g","protein_coding"
"GWK60_H05665","QNG14387.1","CAGL0H05753g","protein_coding"
"GWK60_H05687","QNG14388.1","CAGL0H05764g","protein_coding"
"GWK60_H05709","QNG14389.1","CAGL0H05775g","protein_coding"
"GWK60_H05731","QNG14390.1","CAGL0H05797g","protein_coding"
"GWK60_H05753","QNG14391.1","CAGL0H05819g","protein_coding"
"GWK60_H05775","QNG14392.1","CAGL0H05841g","protein_coding"
"GWK60_H05797","QNG14393.1","CAGL0H05863g","protein_coding"
"GWK60_H05819","QNG14394.1","CAGL0H05885g","protein_coding"
"GWK60_H05841","QNG14395.1","CAGL0H05907g","protein_coding"
"GWK60_H05863","QNG14396.1","CAGL0H05929g","protein_coding"
"GWK60_H05885","QNG14397.1","CAGL0H05951g","protein_coding"
"GWK60_H05907","QNG14398.1","CAGL0H05973g","protein_coding"
"GWK60_H05929","QNG14399.1","CAGL0H05995g","protein_coding"
"GWK60_H06017","QNG14402.1","CAGL0H06105g","protein_coding"
"GWK60_H06039","QNG14403.1","CAGL0H06127g","protein_coding"
"GWK60_H06061","QNG14404.1","CAGL0H06149g","protein_coding"
"GWK60_H06083","QNG14405.1","CAGL0H06171g","protein_coding"
"GWK60_H06105","QNG14406.1","CAGL0H06193g","protein_coding"
"GWK60_H06149","QNG14408.1","CAGL0H06237g","protein_coding"
"GWK60_H06171","QNG14409.1","CAGL0H06259g","protein_coding"
"GWK60_H06193","QNG14410.1","CAGL0H06281g","protein_coding"
"GWK60_H06215","QNG14411.1","CAGL0H06303g","protein_coding"
"GWK60_H06237","QNG14412.1","CAGL0H06325g","protein_coding"
"GWK60_H06303","QNG14415.1","CAGL0H06391g","protein_coding"
"GWK60_H06347","QNG14417.1","CAGL0H06435g","protein_coding"
"GWK60_H06369","QNG14418.1","CAGL0H06457g","protein_coding"
"GWK60_H06413","QNG14420.1","CAGL0H06501g","protein_coding"
"GWK60_H06435","QNG14421.1","CAGL0H06523g","protein_coding"
"GWK60_H06457","QNG14422.1","CAGL0H06545g","protein_coding"
"GWK60_H06479","QNG14423.1","CAGL0H06567g","protein_coding"
"GWK60_H06501","QNG14424.1","CAGL0H06589g","protein_coding"
"GWK60_H06523","QNG14425.1","CAGL0H06611g","protein_coding"
"GWK60_H06545","QNG14426.1","CAGL0H06622g","protein_coding"
"GWK60_H06567","QNG14427.1","CAGL0H06633g","protein_coding"
"GWK60_H06589","QNG14428.1","CAGL0H06655g","protein_coding"
"GWK60_H06611","QNG14429.1","CAGL0H06677g","protein_coding"
"GWK60_H06633","QNG14430.1","CAGL0H06699g","protein_coding"
"GWK60_H06655","QNG14431.1","CAGL0H06721g","protein_coding"
"GWK60_H06677","QNG14432.1","CAGL0H06732g","protein_coding"
"GWK60_H06699","QNG14433.1","CAGL0H06743g","protein_coding"
"GWK60_H06743","QNG14435.1","CAGL0H06787g","protein_coding"
"GWK60_H06765","QNG14436.1","CAGL0H06809g","protein_coding"
"GWK60_H06787","QNG14437.1","CAGL0H06831g","protein_coding"
"GWK60_H06853","QNG14440.1","CAGL0H06897g","protein_coding"
"GWK60_H06875","QNG14441.1","CAGL0H06919g","protein_coding"
"GWK60_H06897","QNG14442.1","CAGL0H06941g","protein_coding"
"GWK60_H06919","QNG14443.1","CAGL0H06963g","protein_coding"
"GWK60_H06941","QNG14444.1","CAGL0H06985g","protein_coding"
"GWK60_H06963","QNG14445.1","CAGL0H07007g","protein_coding"
"GWK60_H06985","QNG14446.1","CAGL0H07023g","protein_coding"
"GWK60_H07007","QNG14447.1","CAGL0H07029g","protein_coding"
"GWK60_H07029","QNG14448.1","CAGL0H07051g","protein_coding"
"GWK60_H07051","QNG14449.1","CAGL0H07073g","protein_coding"
"GWK60_H07073","QNG14450.1","CAGL0H07095g","protein_coding"
"GWK60_H07095","QNG14451.1","CAGL0H07117g","protein_coding"
"GWK60_H07117","QNG14452.1","CAGL0H07139g","protein_coding"
"GWK60_H07139","QNG14453.1","CAGL0H07161g","protein_coding"
"GWK60_H07161","QNG14454.1","CAGL0H07183g","protein_coding"
"GWK60_H07183","QNG14455.1","CAGL0H07205g","protein_coding"
"GWK60_H07205","QNG14456.1","CAGL0H07227g","protein_coding"
"GWK60_H07249","QNG14458.1","CAGL0H07271g","protein_coding"
"GWK60_H07271","QNG14459.1","CAGL0H07293g","protein_coding"
"GWK60_H07293","QNG14460.1","CAGL0H07315g","protein_coding"
"GWK60_H07315","QNG14461.1","CAGL0H07337g","protein_coding"
"GWK60_H07359","QNG14463.1","CAGL0H07381g","protein_coding"
"GWK60_H07403","QNG14465.1","CAGL0H07425g","protein_coding"
"GWK60_H07425","QNG14466.1","CAGL0H07447g","protein_coding"
"GWK60_H07447","QNG14467.1","CAGL0H07469g","protein_coding"
"GWK60_H07469","QNG14468.1","CAGL0H07491g","protein_coding"
"GWK60_H07513","QNG14470.1","CAGL0H07535g","protein_coding"
"GWK60_H07535","QNG14471.1","CAGL0H07557g","protein_coding"
"GWK60_H07579","QNG14473.1","CAGL0H07601g","protein_coding"
"GWK60_H07601","QNG14474.1","CAGL0H07623g","protein_coding"
"GWK60_H07623","QNG14475.1","CAGL0H07645g","protein_coding"
"GWK60_H07645","QNG14476.1","CAGL0H07667g","protein_coding"
"GWK60_H07667","QNG14477.1","CAGL0H07689g","protein_coding"
"GWK60_H07711","QNG14479.1","CAGL0H07733g","protein_coding"
"GWK60_H07733","QNG14480.1","CAGL0H07755g","protein_coding"
"GWK60_H07755","QNG14481.1","CAGL0H07777g","protein_coding"
"GWK60_H07777","QNG14482.1","CAGL0H07799g","protein_coding"
"GWK60_H07799","QNG14483.1","CAGL0H07821g","protein_coding"
"GWK60_H07843","QNG14485.1","CAGL0H07865g","protein_coding"
"GWK60_H07865","QNG14486.1","CAGL0H07887g","protein_coding"
"GWK60_H07887","QNG14487.1","CAGL0H07909g","protein_coding"
"GWK60_H07909","QNG14488.1","CAGL0H07931g","protein_coding"
"GWK60_H07931","QNG14489.1","CAGL0H07953g","protein_coding"
"GWK60_H07953","QNG14490.1","CAGL0H07975g","protein_coding"
"GWK60_H07997","QNG14492.1","CAGL0H08019g","protein_coding"
"GWK60_H08019","QNG14493.1","CAGL0H08041g","protein_coding"
"GWK60_H08041","QNG14494.1","CAGL0H08063g","protein_coding"
"GWK60_H08063","QNG14495.1","CAGL0H08085g","protein_coding"
"GWK60_H08085","QNG14496.1","CAGL0H08107g","protein_coding"
"GWK60_H08107","QNG14497.1","CAGL0H08129g","protein_coding"
"GWK60_H08129","QNG14498.1","CAGL0H08173g","protein_coding"
"GWK60_H08151","QNG14499.1","CAGL0H08195g","protein_coding"
"GWK60_H08173","QNG14500.1","CAGL0H08217g","protein_coding"
"GWK60_H08195","QNG14501.1","CAGL0H08239g","protein_coding"
"GWK60_H08217","QNG14502.1","CAGL0H08261g","protein_coding"
"GWK60_H08261","QNG14504.1","CAGL0H08305g","protein_coding"
"GWK60_H08305","QNG14506.1","CAGL0H08349g","protein_coding"
"GWK60_H08327","QNG14507.1","CAGL0H08371g","protein_coding"
"GWK60_H08349","QNG14508.1","CAGL0H08393g","protein_coding"
"GWK60_H08371","QNG14509.1","CAGL0H08415g","protein_coding"
"GWK60_H08415","QNG14511.1","CAGL0H08459g","protein_coding"
"GWK60_H08437","QNG14512.1","CAGL0H08481g","protein_coding"
"GWK60_H08459","QNG14513.1","CAGL0H08503g","protein_coding"
"GWK60_H08481","QNG14514.1","CAGL0H08525g","protein_coding"
"GWK60_H08503","QNG14515.1","CAGL0H08541g","protein_coding"
"GWK60_H08525","QNG14516.1","CAGL0H08547g","protein_coding"
"GWK60_H08569","QNG14518.1","CAGL0H08580g","protein_coding"
"GWK60_H08591","QNG14519.1","CAGL0H08602g","protein_coding"
"GWK60_H08657","QNG14521.1","CAGL0H08690g","protein_coding"
"GWK60_H08679","QNG14522.1","CAGL0H08712g","protein_coding"
"GWK60_H08701","QNG14523.1","CAGL0H08734g","protein_coding"
"GWK60_H08723","QNG14524.1","CAGL0H08756g","protein_coding"
"GWK60_H08745","QNG14525.1","CAGL0H08778g","protein_coding"
"GWK60_H08767","QNG14526.1","CAGL0H08800g","protein_coding"
"GWK60_H08811","QNG14528.1","CAGL0H08844g","protein_coding"
"GWK60_H08833","QNG14529.1","CAGL0H08866g","protein_coding"
"GWK60_H08855","QNG14530.1","CAGL0H08888g","protein_coding"
"GWK60_H08877","QNG14531.1","CAGL0H08910g","protein_coding"
"GWK60_H08899","QNG14532.1","CAGL0H08932g","protein_coding"
"GWK60_H08921","QNG14533.1","CAGL0H08954g","protein_coding"
"GWK60_H08943","QNG14534.1","CAGL0H08976g","protein_coding"
"GWK60_H08965","QNG14535.1","CAGL0H08998g","protein_coding"
"GWK60_H08987","QNG14536.1","CAGL0H09020g","protein_coding"
"GWK60_H09009","QNG14537.1","CAGL0H09042g","protein_coding"
"GWK60_H09053","QNG14539.1","CAGL0H09086g","protein_coding"
"GWK60_H09075","QNG14540.1","CAGL0H09108g","protein_coding"
"GWK60_H09097","QNG14541.1","CAGL0H09130g","protein_coding"
"GWK60_H09119","QNG14542.1","CAGL0H09152g","protein_coding"
"GWK60_H09207","QNG14546.1","CAGL0H09240g","protein_coding"
"GWK60_H09229","QNG14547.1","CAGL0H09262g","protein_coding"
"GWK60_H09273","QNG14548.1","CAGL0H09306g","protein_coding"
"GWK60_H09295","QNG14549.1","CAGL0H09328g","protein_coding"
"GWK60_H09317","QNG14550.1","CAGL0H09350g","protein_coding"
"GWK60_H09339","QNG14551.1","CAGL0H09372g","protein_coding"
"GWK60_H09361","QNG14552.1","CAGL0H09394g","protein_coding"
"GWK60_H09383","QNG14553.1","CAGL0H09416g","protein_coding"
"GWK60_H09405","QNG14554.1","CAGL0H09438g","protein_coding"
"GWK60_H09427","QNG14555.1","CAGL0H09460g","protein_coding"
"GWK60_H09449","QNG14556.1","CAGL0H09482g","protein_coding"
"GWK60_H09471","QNG14557.1","CAGL0H09504g","protein_coding"
"GWK60_H09493","QNG14558.1","CAGL0H09526g","protein_coding"
"GWK60_H09515","QNG14559.1","CAGL0H09548g","protein_coding"
"GWK60_H09559","QNG14560.1","CAGL0H09614g","protein_coding"
"GWK60_H09581","QNG14561.1","CAGL0H09592g","protein_coding"
"GWK60_H09603","QNG14562.1","CAGL0H09636g","protein_coding"
"GWK60_H09625","QNG14563.1","CAGL0H09658g","protein_coding"
"GWK60_H09647","QNG14564.1","CAGL0H09680g","protein_coding"
"GWK60_H09669","QNG14565.1","CAGL0H09702g","protein_coding"
"GWK60_H09691","QNG14566.1","CAGL0H09724g","protein_coding"
"GWK60_H09713","QNG14567.1","CAGL0H09746g","protein_coding"
"GWK60_H09735","QNG14568.1","CAGL0H09768g","protein_coding"
"GWK60_H09757","QNG14569.1","CAGL0H09812g","protein_coding"
"GWK60_H09779","QNG14570.1","CAGL0H09834g","protein_coding"
"GWK60_H09801","QNG14571.1","CAGL0H09856g","protein_coding"
"GWK60_H09867","QNG14573.1","CAGL0H09922g","protein_coding"
"GWK60_H09889","QNG14574.1","CAGL0H09944g","protein_coding"
"GWK60_H09911","QNG14575.1","CAGL0H09966g","protein_coding"
"GWK60_H09933","QNG14576.1","CAGL0H09988g","protein_coding"
"GWK60_H09955","QNG14577.1","CAGL0H10010g","protein_coding"
"GWK60_H09999","QNG14579.1","CAGL0H10054g","protein_coding"
"GWK60_H10021","QNG14580.1","CAGL0H10076g","protein_coding"
"GWK60_H10043","QNG14581.1","CAGL0H10098g","protein_coding"
"GWK60_H10065","QNG14582.1","CAGL0H10120g","protein_coding"
"GWK60_H10109","QNG14584.1","CAGL0H10164g","protein_coding"
"GWK60_H10131","QNG14585.1","CAGL0H10186g","protein_coding"
"GWK60_H10153","QNG14586.1","CAGL0H10202g","protein_coding"
"GWK60_H10175","QNG14587.1","CAGL0H10208g","protein_coding"
"GWK60_H10197","QNG14588.1","CAGL0H10230g","protein_coding"
"GWK60_H10219","QNG14589.1","CAGL0H10252g","protein_coding"
"GWK60_H10241","QNG14590.1","CAGL0H10274g","protein_coding"
"GWK60_H10263","QNG14591.1","CAGL0H10296g","protein_coding"
"GWK60_H10285","QNG14592.1","CAGL0H10318g","protein_coding"
"GWK60_H10307","QNG14593.1","CAGL0H10340g","protein_coding"
"GWK60_H10329","QNG14594.1","CAGL0H10362g","protein_coding"
"GWK60_H10351","QNG14595.1","CAGL0H10384g","protein_coding"
"GWK60_H10373","QNG14596.1","CAGL0H10406g","protein_coding"
"GWK60_H10395","QNG14597.1","CAGL0H10428g","protein_coding"
"GWK60_H10417","QNG14598.1","CAGL0H10450g","protein_coding"
"GWK60_H10439","QNG14599.1","CAGL0H10472g","protein_coding"
"GWK60_H10461","QNG14600.1","CAGL0H10494g","protein_coding"
"GWK60_H10483","QNG14601.1","CAGL0H10516g","protein_coding"
"GWK60_H10505","QNG14602.1","CAGL0H10538g","protein_coding"
"GWK60_H10527","QNG14603.1","CAGL0H10560g","protein_coding"
"GWK60_H10549","QNG14604.1","CAGL0H10582g","protein_coding"
"GWK60_I00011","QNG14607.1","CAGL0D00143g","protein_coding"
"GWK60_I00055","QNG14609.1","CAGL0D00176g","protein_coding"
"GWK60_I00077","QNG14610.1","CAGL0D00198g","protein_coding"
"GWK60_I00099","QNG14611.1","CAGL0D00220g","protein_coding"
"GWK60_I00121","QNG14612.1","CAGL0D00242g","protein_coding"
"GWK60_I00165","QNG14614.1","CAGL0L00627g","protein_coding"
"GWK60_I00187","QNG14615.1","CAGL0L00649g","protein_coding"
"GWK60_I00231","QNG14617.1","CAGL0L00693g","protein_coding"
"GWK60_I00253","QNG14618.1","CAGL0L00715g","protein_coding"
"GWK60_I00275","QNG14619.1","CAGL0L00737g","protein_coding"
"GWK60_I00341","QNG14622.1","CAGL0L00803g","protein_coding"
"GWK60_I00363","QNG14623.1","CAGL0L00825g","protein_coding"
"GWK60_I00385","QNG14624.1","CAGL0L00847g","protein_coding"
"GWK60_I00407","QNG14625.1","CAGL0L00869g","protein_coding"
"GWK60_I00495","QNG14628.1","CAGL0L00957g","protein_coding"
"GWK60_I00517","QNG14629.1","CAGL0L00979g","protein_coding"
"GWK60_I00539","QNG14630.1","CAGL0L01001g","protein_coding"
"GWK60_I00561","QNG14631.1","CAGL0L01023g","protein_coding"
"GWK60_I00583","QNG14632.1","CAGL0L01045g","protein_coding"
"GWK60_I00627","QNG14634.1","CAGL0I05192g","protein_coding"
"GWK60_I00693","QNG14637.1","CAGL0I05258g","protein_coding"
"GWK60_I00715","QNG14638.1","CAGL0I05280g","protein_coding"
"GWK60_I00737","QNG14639.1","CAGL0I05302g","protein_coding"
"GWK60_I00759","QNG14640.1","CAGL0I05324g","protein_coding"
"GWK60_I00825","QNG14641.1","CAGL0I05390g","protein_coding"
"GWK60_I00847","QNG14642.1","CAGL0I05412g","protein_coding"
"GWK60_I00869","QNG14643.1","CAGL0I05434g","protein_coding"
"GWK60_I00891","QNG14644.1","CAGL0I05456g","protein_coding"
"GWK60_I00913","QNG14645.1","CAGL0I05478g","protein_coding"
"GWK60_I00935","QNG14646.1","CAGL0I05500g","protein_coding"
"GWK60_I00957","QNG14647.1","CAGL0I05522g","protein_coding"
"GWK60_I00979","QNG14648.1","CAGL0I05544g","protein_coding"
"GWK60_I01001","QNG14649.1","CAGL0I05566g","protein_coding"
"GWK60_I01023","QNG14650.1","CAGL0I05588g","protein_coding"
"GWK60_I01045","QNG14651.1","CAGL0I05610g","protein_coding"
"GWK60_I01089","QNG14653.1","CAGL0I05654g","protein_coding"
"GWK60_I01111","QNG14654.1","CAGL0I05676g","protein_coding"
"GWK60_I01133","QNG14655.1","CAGL0I05698g","protein_coding"
"GWK60_I01155","QNG14656.1","CAGL0I05720g","protein_coding"
"GWK60_I01177","QNG14657.1","CAGL0I05742g","protein_coding"
"GWK60_I01199","QNG14658.1","CAGL0I05764g","protein_coding"
"GWK60_I01221","QNG14659.1","CAGL0I05786g","protein_coding"
"GWK60_I01243","QNG14660.1","CAGL0I05808g","protein_coding"
"GWK60_I01287","QNG14662.1","CAGL0I05852g","protein_coding"
"GWK60_I01309","QNG14663.1","CAGL0I05874g","protein_coding"
"GWK60_I01353","QNG14665.1","CAGL0I05918g","protein_coding"
"GWK60_I01375","QNG14666.1","CAGL0I05934g","protein_coding"
"GWK60_I01397","QNG14667.1","CAGL0I05940g","protein_coding"
"GWK60_I01419","QNG14668.1","CAGL0I05962g","protein_coding"
"GWK60_I01441","QNG14669.1","CAGL0I05984g","protein_coding"
"GWK60_I01463","QNG14670.1","CAGL0I06006g","protein_coding"
"GWK60_I01485","QNG14671.1","CAGL0I06028g","protein_coding"
"GWK60_I01529","QNG14673.1","CAGL0I06072g","protein_coding"
"GWK60_I01573","QNG14675.1","CAGL0I06116g","protein_coding"
"GWK60_I01595","QNG14676.1","CAGL0I06138g","protein_coding"
"GWK60_I01683","QNG14680.1","CAGL0I06226g","protein_coding"
"GWK60_I01705","QNG14681.1","CAGL0I06248g","protein_coding"
"GWK60_I01727","QNG14682.1","CAGL0I06270g","protein_coding"
"GWK60_I01771","QNG14684.1","CAGL0I06314g","protein_coding"
"GWK60_I01815","QNG14686.1","CAGL0I06358g","protein_coding"
"GWK60_I01859","QNG14688.1","CAGL0I06402g","protein_coding"
"GWK60_I01881","QNG14689.1","CAGL0I06424g","protein_coding"
"GWK60_I01903","QNG14690.1","CAGL0I06446g","protein_coding"
"GWK60_I01925","QNG14691.1","CAGL0I06457g","protein_coding"
"GWK60_I01969","QNG14692.1","CAGL0I06490g","protein_coding"
"GWK60_I02013","QNG14694.1","CAGL0I06534g","protein_coding"
"GWK60_I02035","QNG14695.1","CAGL0I06556g","protein_coding"
"GWK60_I02079","QNG14697.1","CAGL0I06600g","protein_coding"
"GWK60_I02123","QNG14698.1","CAGL0I06644g","protein_coding"
"GWK60_I02145","QNG14699.1","CAGL0I06666g","protein_coding"
"GWK60_I02167","QNG14700.1","CAGL0I06688g","protein_coding"
"GWK60_I02189","QNG14701.1","CAGL0I06710g","protein_coding"
"GWK60_I02211","QNG14702.1","CAGL0I06721g","protein_coding"
"GWK60_I02255","QNG14704.1","CAGL0I06765g","protein_coding"
"GWK60_I02277","QNG14705.1","CAGL0I06787g","protein_coding"
"GWK60_I02299","QNG14706.1","CAGL0I06809g","protein_coding"
"GWK60_I02321","QNG14707.1","CAGL0I06831g","protein_coding"
"GWK60_I02343","QNG14708.1","CAGL0I06853g","protein_coding"
"GWK60_I02365","QNG14709.1","CAGL0I06875g","protein_coding"
"GWK60_I02409","QNG14710.1","CAGL0I06919g","protein_coding"
"GWK60_I02431","QNG14711.1","CAGL0I06941g","protein_coding"
"GWK60_I02453","QNG14712.1","CAGL0I06963g","protein_coding"
"GWK60_I02475","QNG14713.1","CAGL0I06985g","protein_coding"
"GWK60_I02497","QNG14714.1","CAGL0I07007g","protein_coding"
"GWK60_I02519","QNG14715.1","CAGL0I07029g","protein_coding"
"GWK60_I02541","QNG14716.1","CAGL0I07051g","protein_coding"
"GWK60_I02563","QNG14717.1","CAGL0I07073g","protein_coding"
"GWK60_I02585","QNG14718.1","CAGL0I07095g","protein_coding"
"GWK60_I02607","QNG14719.1","CAGL0I07117g","protein_coding"
"GWK60_I02629","QNG14720.1","CAGL0I07139g","protein_coding"
"GWK60_I02651","QNG14721.1","CAGL0I07161g","protein_coding"
"GWK60_I02673","QNG14722.1","CAGL0I07183g","protein_coding"
"GWK60_I02695","QNG14723.1","CAGL0I07205g","protein_coding"
