standard_name	scer_id	scer_gene_name	Orthogroup	score_mean	n_libs
GWK60_I03971	YPR166C	MRP2	OG0002241	0.8684356405772473	1
GWK60_I03993	YPR167C	MET16	OG0003188	0.39	1
GWK60_I04015	YPR168W	NUT2	OG0003405	0.8684356405772473	1
GWK60_I04037	YER156C	MYG1	OG0002388	0.56	1
GWK60_I04059	YER157W	COG3	OG0001123	0.8684356405772473	1
GWK60_I04081	YDR085C	AFR1	OG0002402	0.5	1
GWK60_I04103				0.36	1
GWK60_I04125	YER159C	BUR6	OG0002565	0.34	1
GWK60_I04191	YGR172C	YIP1	OG0003389	0.8684356405772473	1
GWK60_I04213	YGR171C	MSM1	OG0002305	0.8684356405772473	1
GWK60_I04235	YGR170W	PSD2	OG0000203	0.34	1
GWK60_I04257				1.0	1
GWK60_I04279	YGR169C	PUS6	OG0000104	0.33	1
GWK60_I04301	YGR168C	PEX35	OG0004353	0.37	1
GWK60_I04323	YGR167W	CLC1	OG0001002	0.8684356405772473	1
GWK60_I04345	YGR166W	TRS65	OG0002746	0.8684356405772473	1
GWK60_I04367	YGR165W	MRPS35	OG0002819	1.0	1
GWK60_I04389	YGR188C	BUB1	OG0000432	0.8684356405772473	1
GWK60_I04433	YFR023W	PES4	OG0003983	0.37	1
GWK60_I04455	YFR024C	YSC84	OG0000357	0.34	1
GWK60_I04477	YHR018C	ARG4	OG0002817	0.3	1
GWK60_I04499	YFR025C	HIS2	OG0001460	0.29	1
GWK60_I04543	YFR027W	ECO1	OG0003786	0.8684356405772473	1
GWK60_I04565	YFR028C	CDC14	OG0003416	0.8684356405772473	1
GWK60_I04587	YNL125C	ESBP6	OG0000268	0.37	1
GWK60_I04609	YNL125C	ESBP6	OG0000268	0.38	1
GWK60_I04631	YFR029W	PTR3	OG0000782	0.48	1
GWK60_I04653	YBR257W	POP4	OG0003153	0.8684356405772473	1
GWK60_I04675	YBR258C	SHG1	OG0003030	0.8684356405772473	1
GWK60_I04697				0.8684356405772473	1
GWK60_I04719	YBR260C	RGD1	OG0001672	0.8684356405772473	1
GWK60_I04741	YBR261C	TAE1	OG0002446	0.35	1
GWK60_I04763	YBR262C	MIC12	OG0002625	0.8684356405772473	1
GWK60_I04785	YBR263W	SHM1	OG0000128	0.18	1
GWK60_I04807	YBR264C	YPT10	OG0000040	1.0	1
GWK60_I04829	YBR265W	TSC10	OG0002875	0.36	1
GWK60_I04851	YBR267W	REI1	OG0003438	0.8684356405772473	1
GWK60_I04873	YBR268W	MRPL37	OG0002587	1.0	1
GWK60_I04895	YBR269C	SDH8	OG0001554	0.22	1
GWK60_I04917	YJL058C	BIT61	OG0003984	0.8684356405772473	1
GWK60_I04939	YBR271W	EFM2	OG0002084	0.8684356405772473	1
GWK60_I04961	YBR272C	HSM3	OG0003635	0.3	1
GWK60_I04983	YBR273C	UBX7	OG0000692	0.39	1
GWK60_I05005	YBR274W	CHK1	OG0004354	0.36	1
GWK60_I05027	YGL128C	CWC23	OG0004355	0.8684356405772473	1
GWK60_I05049	YGL129C	RSM23	OG0002306	0.8684356405772473	1
GWK60_I05071	YGL130W	CEG1	OG0001303	0.8684356405772473	1
GWK60_I05093	YOR303W	CPA1	OG0001242	0.25	1
GWK60_I05115	YOR304W	ISW2	OG0000162	0.8684356405772473	1
GWK60_I05137				0.58	1
GWK60_I05159	YOR304C	nan	OG0004356	1.0	1
GWK60_I05181	YOR305W	RRG7	OG0003820	0.38	1
GWK60_I05203	YOR306C	MCH5	OG0000071	0.35	1
GWK60_I05225	YOR306C	MCH5	OG0000071	0.19	1
GWK60_I05247	YOR307C	SLY41	OG0000223	0.3	1
GWK60_I05269	YOR308C	SNU66	OG0003168	0.8684356405772473	1
GWK60_I05291	YOR310C	NOP58	OG0002953	0.37	1
GWK60_I05313	YOR311C	DGK1	OG0001895	0.8684356405772473	1
GWK60_I05335				0.8684356405772473	1
GWK60_I05357	YOR315W	SFG1	OG0003770	0.3	1
GWK60_I05379	YOR317W	FAA1	OG0000330	0.34	1
GWK60_I05401	YOR319W	HSH49	OG0001635	0.8684356405772473	1
GWK60_I05423	YOR320C	GNT1	OG0000902	1.0	1
GWK60_I05467	YOL053W	AIM39	OG0000406	0.8684356405772473	1
GWK60_I05489	YOL054W	PSH1	OG0000813	0.39	1
GWK60_I05511	YGR142W	BTN2	OG0004101	0.37	1
GWK60_I05555	YGR143W	SKN1	OG0000170	0.34	1
GWK60_I05599				0.39	1
GWK60_I05621				0.14	1
GWK60_I05643				0.8446062091503268	1
GWK60_I05665				0.55618954248366	1
GWK60_I05687				0.46	1
GWK60_I05709				0.8684356405772473	1
GWK60_I05731	YPR157W	TDA6	OG0000874	0.8684356405772473	1
GWK60_I05753	YGR140W	CBF2	OG0004357	0.8684356405772473	1
GWK60_I05775				0.8684356405772473	1
GWK60_I05797				0.35	1
GWK60_I05819	YGR138C	TPO2	OG0000784	0.8684356405772473	1
GWK60_I05841	YGR135W	PRE9	OG0000834	0.8684356405772473	1
GWK60_I05863	YGR134W	CAF130	OG0003508	0.54	1
GWK60_I05885	YGR133W	PEX4	OG0000117	0.8684356405772473	1
GWK60_I05907	YGR132C	PHB1	OG0000771	0.2	1
GWK60_I05929	YGR131W	FHN1	OG0000417	0.11	1
GWK60_I05951	YGR130C	YGR130C	OG0004358	0.33	1
GWK60_I05973	YGR129W	SYF2	OG0001502	0.8684356405772473	1
GWK60_I05995	YGR128C	UTP8	OG0000822	0.8684356405772473	1
GWK60_I06017	YGR127W	YGR127W	OG0001810	0.29	1
GWK60_I06039	YGR126W	YGR126W	OG0004359	0.8684356405772473	1
GWK60_I06061	YGR125W	VSB1	OG0003072	0.8684356405772473	1
GWK60_I06083	YGR124W	ASN2	OG0000818	0.8684356405772473	1
GWK60_I06105	YPR144C	NOC4	OG0001677	0.8684356405772473	1
GWK60_I06149	YGR122W	YGR122W	OG0004360	0.8684356405772473	1
GWK60_I06171	YGR121C	MEP1	OG0000073	0.8684356405772473	1
GWK60_I06193	YMR043W	MCM1	OG0000328	0.8684356405772473	1
GWK60_I06215	YJL088W	ARG3	OG0001417	0.17	1
GWK60_I06237	YBR165W	UBS1	OG0004361	0.1	1
GWK60_I06259	YBR164C	ARL1	OG0003281	0.31	1
GWK60_I06303	YPL112C	PEX25	OG0003627	0.8684356405772473	1
GWK60_I06325	YOR195W	SLK19	OG0004362	0.37	1
GWK60_I06347	YOR196C	LIP5	OG0001465	0.8684356405772473	1
GWK60_I06369	YOR197W	MCA1	OG0002628	0.3	1
GWK60_I06391	YOR198C	BFR1	OG0001504	0.8684356405772473	1
GWK60_I06413	YOR201C	MRM1	OG0001444	0.37	1
GWK60_I06435				0.8684356405772473	1
GWK60_I06457				0.8684356405772473	1
GWK60_J00011				0.8684356405772473	1
GWK60_J00055	YGR027C	RPS25A	OG0000843	0.8684356405772473	1
GWK60_J00077	YGR026W	YGR026W	OG0002728	0.8684356405772473	1
GWK60_J00099	YGR024C	THG1	OG0002138	0.8684356405772473	1
GWK60_J00143	YGR023W	MTL1	OG0003457	0.26	1
GWK60_J00165	YDR280W	RRP45	OG0003788	0.8684356405772473	1
GWK60_J00187	YHR045W	DDE1	OG0001298	0.34	1
GWK60_J00209	YHR046C	INM1	OG0001106	0.34	1
GWK60_J00231	YHR047C	AAP1	OG0000312	0.8684356405772473	1
GWK60_J00253	YHR048W	YHK8	OG0004012	0.32	1
GWK60_J00275	YHR049W	FSH1	OG0003656	0.8684356405772473	1
GWK60_J00297	YHR050W	SMF2	OG0000041	0.38	1
GWK60_J00319	YHR051W	COX6	OG0003351	0.8684356405772473	1
GWK60_J00341	YJL052W	TDH1	OG0000281	0.8684356405772473	1
GWK60_J00363	YHR052W	CIC1	OG0001632	0.8684356405772473	1
GWK60_J00385	YHR032W	ERC1	OG0000045	0.6	1
GWK60_J00407	YHR031C	RRM3	OG0000167	0.59	1
GWK60_J00429	YHR030C	SLT2	OG0001923	0.36	1
GWK60_J00451	YHR029C	YHI9	OG0003620	1.0	1
GWK60_J00473	YHR028C	DAP2	OG0000149	0.33	1
GWK60_J00495	YHR027C	RPN1	OG0002845	0.8684356405772473	1
GWK60_J00517	YHR026W	VMA16	OG0003364	0.8684356405772473	1
GWK60_J00539	YHR025W	THR1	OG0002749	0.8684356405772473	1
GWK60_J00561	YHR024C	MAS2	OG0002370	0.8684356405772473	1
GWK60_J00583	YHR023W	MYO1	OG0002649	0.8684356405772473	1
GWK60_J00605	YHR022C	YHR022C	OG0003854	0.33	1
GWK60_J00627	YHR021C	RPS27B	OG0000714	0.8684356405772473	1
GWK60_J00649	YJL039C	NUP192	OG0002423	0.8684356405772473	1
GWK60_J00671	YJL041W	NSP1	OG0001462	0.8684356405772473	1
GWK60_J00693	YJL042W	MHP1	OG0003692	0.37	1
GWK60_J00715	YJL044C	GYP6	OG0001553	0.4	1
GWK60_J00737	YJL045W	SDH9	OG0000531	0.26	1
GWK60_J00759	YKL144C	RPC25	OG0001256	0.8684356405772473	1
GWK60_J00781	YKL143W	LTV1	OG0001904	0.8684356405772473	1
GWK60_J00803	YLR007W	NSE1	OG0004363	1.0	1
GWK60_J00825	YLR008C	PAM18	OG0001421	0.8684356405772473	1
GWK60_J00847	YLR009W	RLP24	OG0001323	0.8684356405772473	1
GWK60_J00869				0.27	1
GWK60_J00913	YJL036W	SNX4	OG0002321	0.32	1
GWK60_J00935	YJL035C	TAD2	OG0002563	0.29	1
GWK60_J00957	YJL033W	HCA4	OG0001363	0.8684356405772473	1
GWK60_J00979	YJL031C	BET4	OG0002103	0.8684356405772473	1
GWK60_J01001	YJL030W	MAD2	OG0001347	0.8684356405772473	1
GWK60_J01023	YJL029C	VPS53	OG0001290	0.34	1
GWK60_J01067	YLR003C	CMS1	OG0001238	0.27	1
GWK60_J01089	YKL112W	ABF1	OG0004364	0.8684356405772473	1
GWK60_J01111	YMR098C	ATP25	OG0001137	0.38	1
GWK60_J01133	YMR097C	MTG1	OG0002715	0.8684356405772473	1
GWK60_J01155	YMR094W	CTF13	OG0004365	0.8684356405772473	1
GWK60_J01177	YMR093W	UTP15	OG0001391	0.8684356405772473	1
GWK60_J01199	YMR092C	AIP1	OG0002943	0.33	1
GWK60_J01221	YMR091C	NPL6	OG0001603	0.8684356405772473	1
GWK60_J01243	YMR090W	YMR090W	OG0003624	0.31	1
GWK60_J01265	YMR089C	YTA12	OG0000187	0.34	1
GWK60_J01287	YMR088C	VBA1	OG0000182	0.53	1
GWK60_J01309	YMR087W	PDL32	OG0003768	0.14	1
GWK60_J01331		nan	OG0003985	0.51	1
GWK60_J01353	YMR083W	ADH3	OG0000060	0.14	1
GWK60_J01375	YKL096W	nan	OG0000243	0.38	1
GWK60_J01397	YHL013C	OTU2	OG0001857	0.15	1
GWK60_J01419	YMR076C	PDS5	OG0002562	0.8684356405772473	1
GWK60_J01441	YMR075W	RCO1	OG0002093	0.32	1
GWK60_J01485	YPR015C	YPR015C	OG0000036	0.38	1
GWK60_J01529	YPR011C	MRX21	OG0003799	0.35	1
GWK60_J01551	YPR010C	nan	OG0003683	0.8684356405772473	1
GWK60_J01595				0.36	1
GWK60_J01639				0.53	1
GWK60_J01661				0.35	1
GWK60_J01705	YPR010C	RPA135	OG0002087	0.8684356405772473	1
GWK60_J01727				0.38	1
GWK60_J01749	YIR006C	PAN1	OG0003585	0.35	1
GWK60_J01771	YIR005W	IST3	OG0002971	0.8684356405772473	1
GWK60_J01793	YIR004W	DJP1	OG0003059	0.37	1
GWK60_J01815	YIR003W	AIM21	OG0003492	0.36	1
GWK60_J01837	YIR002C	MPH1	OG0002991	0.28	1
GWK60_J01859	YIL006W	YIA6	OG0000830	0.28	1
GWK60_J01881				0.29	1
GWK60_J01903				0.8684356405772473	1
GWK60_J01925	YIL005W	EPS1	OG0000524	0.62	1
GWK60_J01947	YIL004C	BET1	OG0003552	0.8684356405772473	1
GWK60_J01969	YIL003W	CFD1	OG0001888	1.0	1
GWK60_J01991	YIL002C	INP51	OG0000097	0.26	1
GWK60_J02013	YIL001W	YIL001W	OG0002451	0.2	1
GWK60_J02035	YIR001C	SGN1	OG0000447	0.29	1
GWK60_J02057	YER002W	NOP16	OG0002319	0.8684356405772473	1
GWK60_J02079	YER003C	PMI40	OG0002513	0.9051030913530913	1
GWK60_J02101	YER007C	nan	OG0003774	0.52	1
GWK60_J02123	YIL015W	BAR1	OG0000008	0.34	1
GWK60_J02145	YIL016W	SNL1	OG0003522	0.06	1
GWK60_J02167	YFR031C	RPL2B	OG0000584	0.8684356405772473	1
GWK60_J02189	YIL017C	VID28	OG0004102	0.39	1
GWK60_J02211	YIL019W	FAF1	OG0002853	0.35	1
GWK60_J02233	YIL020C	HIS6	OG0001759	0.34	1
GWK60_J02255	YIL021W	RPB3	OG0002075	0.8684356405772473	1
GWK60_J02277	YIL022W	TIM44	OG0002256	0.8684356405772473	1
GWK60_J02299	YIL031W	ULP2	OG0001372	0.47	1
GWK60_J02321	YIL030C	SSM4	OG0000931	0.39	1
GWK60_J02343				0.43	1
GWK60_J02365				0.3	1
GWK60_J02387				0.38	1
GWK60_J02431	YFR036W	CDC26	OG0004366	0.8684356405772473	1
GWK60_J02453	YFR037C	RSC8	OG0000604	0.8684356405772473	1
GWK60_J02475	YFR038W	IRC5	OG0003764	0.8684356405772473	1
GWK60_J02497	YER044C	ERG28	OG0002956	0.8684356405772473	1
GWK60_J02519				0.31	1
GWK60_J02541	YER047C	SAP1	OG0000292	0.48	1
GWK60_J02563	YER048C	CAJ1	OG0000647	0.27	1
GWK60_J02607	YER048W	nan	OG0002976	0.8686673259660874	1
GWK60_J02629	YER049W	TPA1	OG0003434	0.38	1
GWK60_J02651	YER050C	RSM18	OG0002823	0.8684356405772473	1
GWK60_J02673	YER051W	JHD1	OG0003327	0.28	1
GWK60_J02695	YER052C	HOM3	OG0003036	1.0	1
GWK60_J02717	YER054C	GIP2	OG0000414	0.26	1
GWK60_J02739	YER058W	PET117	OG0001628	0.13	1
GWK60_J02761	YER060W	FCY21	OG0000119	0.33	1
GWK60_J02783	YER061C	CEM1	OG0002546	0.8684356405772473	1
GWK60_J02805	YER063W	THO1	OG0003569	0.8684356405772473	1
GWK60_J02827	YER064C	VHR2	OG0000347	0.5	1
GWK60_J02849	YER065C	ICL1	OG0002152	0.24	1
GWK60_J02871	YER067W	RGI1	OG0000615	0.37	1
GWK60_J02893	YER068W	MOT2	OG0001159	0.9051030913530913	1
GWK60_J02915	YER069W	ARG56	OG0000861	0.8684356405772473	1
GWK60_J02937	YIL066C	RNR3	OG0000254	0.8684356405772473	1
GWK60_J02959	YIL068C	SEC6	OG0001270	0.8684356405772473	1
GWK60_J02981	YER071C	TDA2	OG0003742	1.0	1
GWK60_J03003	YER073W	ALD5	OG0000015	0.35	1
GWK60_J03025	YER074W	RPS24A	OG0000943	0.8684356405772473	1
GWK60_J03047	YER074W	nan	OG0004011	0.8684356405772473	1
GWK60_J03069	YER075C	PTP3	OG0000218	0.8684356405772473	1
GWK60_J03091	YER077C	MRX1	OG0003556	0.37	1
GWK60_J03113	YER078C	ICP55	OG0000260	0.35	1
GWK60_J03135	YER080W	AIM9	OG0001724	0.36	1
GWK60_J03157	YER082C	UTP7	OG0001983	0.8684356405772473	1
GWK60_J03179	YER083C	GET2	OG0003574	0.8684356405772473	1
GWK60_J03201				0.33	1
GWK60_J03245	YNL020C	ARK1	OG0000069	0.35	1
GWK60_J03267	YNL021W	HDA1	OG0002905	0.8684356405772473	1
GWK60_J03289	YCR072C	RSA4	OG0002533	0.8684356405772473	1
GWK60_J03311	YCR071C	IMG2	OG0003587	0.8684356405772473	1
GWK60_J03333	YCR069W	CPR4	OG0000028	0.32	1
GWK60_J03355	YCR068W	ATG15	OG0002108	0.36	1
GWK60_J03377				0.8684356405772473	1
GWK60_J03399	YCR066W	RAD18	OG0002349	1.0	1
GWK60_J03421	YCR065W	HCM1	OG0003172	0.24	1
GWK60_J03443	YCR063W	BUD31	OG0003787	0.37	1
GWK60_J03465	YPL160W	CDC60	OG0001402	0.8684356405772473	1
GWK60_J03487	YOR245C	DGA1	OG0002243	0.8684356405772473	1
GWK60_J03509	YOR244W	ESA1	OG0001980	0.8684356405772473	1
GWK60_J03531	YOR243C	PUS7	OG0001917	0.37	1
GWK60_J03553	YOR242C	SSP2	OG0003644	0.8684356405772473	1
GWK60_J03575	YOR241W	MET7	OG0001739	0.8684356405772473	1
GWK60_J03597				0.34	1
GWK60_J03619	YOR230W	WTM1	OG0000092	0.34	1
GWK60_J03641	YPL140C	MKK2	OG0000685	1.0	1
GWK60_J03663	YOR232W	MGE1	OG0000993	0.36	1
GWK60_J03685	YOR233W	KIN4	OG0000345	0.8684356405772473	1
GWK60_J03707	YOR236W	DFR1	OG0000939	0.9051030913530913	1
GWK60_J03729	YOR237W	HES1	OG0000415	0.8684356405772473	1
GWK60_J03751	YOR238W	YOR238W	OG0003583	0.8684356405772473	1
GWK60_J03773	YOR229W	WTM2	OG0000092	0.32	1
GWK60_J03795				0.8684356405772473	1
GWK60_J03817	YOR228C	MCP1	OG0002351	0.8684356405772473	1
GWK60_J03839	YOR227W	HER1	OG0000313	0.33	1
GWK60_J03861	YOR226C	ISU2	OG0000320	0.36	1
GWK60_J03883	YOR224C	RPB8	OG0000905	0.8684356405772473	1
GWK60_J03905	YOR223W	DSC3	OG0000892	0.37	1
GWK60_J03927	YPL134C	ODC1	OG0000718	0.8684356405772473	1
GWK60_J03949	YOR221C	MCT1	OG0001049	0.34	1
GWK60_J03971	YOR220W	RCN2	OG0002883	0.8684356405772473	1
GWK60_J03993	YFL013C	IES1	OG0003387	0.57	1
GWK60_J04015	YFL014W	HSP12	OG0000379	0.8684356405772473	1
GWK60_J04037	YFL016C	MDJ1	OG0001287	0.8684356405772473	1
GWK60_J04059	YMR234W	RNH1	OG0000039	0.37	1
GWK60_J04081	YBL015W	ACH1	OG0001878	0.28	1
GWK60_J04103	YBL016W	FUS3	OG0000229	0.8684356405772473	1
GWK60_J04125	YBL017C	PEP1	OG0000057	0.8684356405772473	1
GWK60_J04147	YBL018C	POP8	OG0001248	0.21	1
GWK60_J04169	YBL019W	APN2	OG0003051	0.8684356405772473	1
GWK60_J04191	YBL020W	RFT1	OG0001577	0.8684356405772473	1
GWK60_J04213	YBL021C	HAP3	OG0000992	0.8684356405772473	1
GWK60_J04235	YBL022C	PIM1	OG0001818	0.3	1
GWK60_J04257	YBL023C	MCM2	OG0003173	0.8684356405772473	1
GWK60_J04279	YLR414C	PUN1	OG0002296	0.8684356405772473	1
GWK60_J04301	YLR417W	VPS36	OG0003004	0.33	1
GWK60_J04323	YLR418C	CDC73	OG0001999	0.8684356405772473	1
GWK60_J04345	YLR419W	YLR419W	OG0003143	0.33	1
GWK60_J04367	YLR027C	AAT2	OG0000705	0.32	1
GWK60_J04389	YKL191W	DPH2	OG0000889	0.39	1
GWK60_J04411	YLR420W	URA4	OG0002421	0.37	1
GWK60_J04433	YLR421C	RPN13	OG0001949	0.8684356405772473	1
GWK60_J04455	YLR422W	DCK1	OG0000875	0.8684356405772473	1
GWK60_J04477	YKL192C	ACP1	OG0000287	0.8684356405772473	1
GWK60_J04499	YLR423C	ATG17	OG0004103	0.8684356405772473	1
GWK60_J04521	YLR424W	SPP382	OG0001230	1.0	1
GWK60_J04565	YLR425W	TUS1	OG0002698	0.8684356405772473	1
GWK60_J04587	YLR426W	TDA5	OG0000232	0.8684356405772473	1
GWK60_J04609	YLR427W	MAG2	OG0001449	0.8684356405772473	1
GWK60_J04631	YLR429W	CRN1	OG0002547	0.41	1
GWK60_J04653	YJL046W	AIM22	OG0001660	0.8684356405772473	1
GWK60_J04675	YJL047C	RTT101	OG0003986	0.38	1
GWK60_J04697	YJL048C	UBX6	OG0000692	0.8684356405772473	1
GWK60_J04719	YJL049W	CHM7	OG0003378	0.8684356405772473	1
GWK60_J04741	YJL050W	MTR4	OG0003392	0.8684356405772473	1
GWK60_J04763	YJL051W	IRC8	OG0004367	1.0	1
GWK60_J04785				0.32	1
GWK60_J04807	YJL053W	PEP8	OG0003391	0.8684356405772473	1
GWK60_J04829	YJL054W	TIM54	OG0002530	0.8684356405772473	1
GWK60_J04851	YJL055W	LOG1	OG0003616	0.33	1
GWK60_J04873	YJL056C	ZAP1	OG0003628	0.37	1
GWK60_J04895	YJL057C	IKS1	OG0002414	0.38	1
GWK60_J04917	YJL059W	YHC3	OG0003793	0.8684356405772473	1
GWK60_J04939	YJL060W	BNA3	OG0000846	0.39	1
GWK60_J04961				0.41	1
GWK60_J04983	YJL061W	NUP82	OG0004104	0.8684356405772473	1
GWK60_J05005	YJL062W	LAS21	OG0003839	1.0	1
GWK60_J05027	YJL062W	nan	OG0001685	0.8686673259660874	1
GWK60_J05049	YJL063C	MRPL8	OG0001375	0.4	1
GWK60_J05071	YJL065C	DLS1	OG0000449	0.8684356405772473	1
GWK60_J05093	YJL066C	MPM1	OG0002652	0.25	1
GWK60_J05115	YJL068C	YJL068C	OG0001450	1.0	1
GWK60_J05137	YGL097W	SRM1	OG0002281	0.8684356405772473	1
GWK60_J05159	YGL098W	USE1	OG0002885	0.8684356405772473	1
GWK60_J05181				0.8684356405772473	1
GWK60_J05203	YGL099W	LSG1	OG0002868	0.8684356405772473	1
GWK60_J05225	YNL079C	TPM1	OG0000537	0.8684356405772473	1
GWK60_J05247	YNL080C	EOS1	OG0001706	0.8684356405772473	1
GWK60_J05269	YNL081C	SWS2	OG0002438	0.8684356405772473	1
GWK60_J05291	YNL082W	PMS1	OG0002394	0.8684356405772473	1
GWK60_J05313	YNL083W	SAL1	OG0001587	0.36	1
GWK60_J05335	YNL084C	END3	OG0001258	0.8684356405772473	1
GWK60_J05357	YNL085W	MKT1	OG0001872	0.8684356405772473	1
GWK60_J05379	YNL086W	SNN1	OG0003626	0.8684356405772473	1
GWK60_J05401	YNL088W	TOP2	OG0001245	0.8684356405772473	1
GWK60_J05423	YNL090W	RHO2	OG0003766	0.8684356405772473	1
GWK60_J05445	YNL139C	THO2	OG0002244	0.8684356405772473	1
GWK60_J05467	YNL152W	INN1	OG0000791	0.8684356405772473	1
GWK60_J05489	YNL151C	RPC31	OG0002328	0.8684356405772473	1
GWK60_J05511	YNL149C	PGA2	OG0003715	0.8684356405772473	1
GWK60_J05533	YNL148C	ALF1	OG0000193	0.34	1
GWK60_J05555	YNL147W	LSM7	OG0002684	0.8684356405772473	1
GWK60_J05577				0.8684356405772473	1
GWK60_J05599				0.8684356405772473	1
GWK60_J05621	YNL144C	YNL144C	OG0000467	0.27	1
GWK60_J05643				0.8684356405772473	1
GWK60_J05665	YNL159C	ASI2	OG0004616	0.8684356405772473	1
GWK60_J05687	YNL158W	PGA1	OG0003643	0.8684356405772473	1
GWK60_J05709	YNL156C	NSG2	OG0001015	0.8684356405772473	1
GWK60_J05731	YNL154C	YCK2	OG0000108	1.0	1
GWK60_J05753	YNL155W	CUZ1	OG0003638	0.8684356405772473	1
GWK60_J05775	YNL141W	AAH1	OG0003521	0.8684356405772473	1
GWK60_J05797	YNL153C	GIM3	OG0001768	0.8684356405772473	1
GWK60_J05819	YNL142W	MEP2	OG0000073	0.33	1
GWK60_J05841	YNL160W	YGP1	OG0003855	0.15	1
GWK60_J05863	YNL161W	CBK1	OG0002993	0.8684356405772473	1
GWK60_J05885	YNL162W	nan	OG0003886	0.14	1
GWK60_J05907	YNL163C	RIA1	OG0002497	0.8684356405772473	1
GWK60_J05929	YNL164C	IBD2	OG0004369	0.8684356405772473	1
GWK60_J05951	YNL165W	YNL165W	OG0000476	0.37	1
GWK60_J05973	YNL166C	BNI5	OG0003823	0.36	1
GWK60_J05995	YNL167C	SKO1	OG0001891	0.36	1
GWK60_J06017	YNL168C	FMP41	OG0002395	0.8684356405772473	1
GWK60_J06039	YNL169C	PSD1	OG0001774	0.8684356405772473	1
GWK60_J06061	YNL172W	APC1	OG0002101	0.8684356405772473	1
GWK60_J06083	YDL176W	GID12	OG0004370	0.8684356405772473	1
GWK60_J06105	YDL177C	YDL177C	OG0004105	0.8684356405772473	1
GWK60_J06127	YDL178W	DLD2	OG0001481	0.38	1
GWK60_J06149				0.8684356405772473	1
GWK60_J06171	YDL180W	AIT1	OG0004371	0.8684356405772473	1
GWK60_J06193	YDL130W	RPP1B	OG0000189	0.32	1
GWK60_J06215	YDL181W	INH1	OG0000613	0.8684356405772473	1
GWK60_J06237	YDL182W	LYS20	OG0000219	0.38	1
GWK60_J06259	YGL201C	MCM6	OG0001788	0.8684356405772473	1
GWK60_J06303	YMR261C	TPS3	OG0000426	0.33	1
GWK60_J06325	YML101C	CUE4	OG0000573	0.8684356405772473	1
GWK60_J06347	YML102W	CAC2	OG0002987	0.8684356405772473	1
GWK60_J06369	YML103C	NUP188	OG0003082	0.8684356405772473	1
GWK60_J06391	YML104C	MDM1	OG0003026	0.8684356405772473	1
GWK60_J06413	YML105C	SEC65	OG0002710	0.8684356405772473	1
GWK60_J06435	YML106W	URA5	OG0000871	0.8684356405772473	1
GWK60_J06457	YML107C	PML39	OG0004617	0.8684356405772473	1
GWK60_J06501	YML108W	YML108W	OG0003722	0.8684356405772473	1
GWK60_J06523	YML109W	ZDS2	OG0000463	0.8684356405772473	1
GWK60_J06545	YML110C	COQ5	OG0002488	0.8684356405772473	1
GWK60_J06567	YML111W	BUL2	OG0000437	0.36	1
GWK60_J06589	YML112W	CTK3	OG0003396	0.8684356405772473	1
GWK60_J06611	YPL125W	KAP120	OG0003708	0.8684356405772473	1
GWK60_J06633				0.8684356405772473	1
GWK60_J06655	YPL123C	RNY1	OG0000644	0.33	1
GWK60_J06677	YPL122C	TFB2	OG0001640	0.8684356405772473	1
GWK60_J06699	YPL121C	MEI5	OG0003945	0.8684356405772473	1
GWK60_J06721	YPL120W	VPS30	OG0001341	0.8684356405772473	1
GWK60_J06743	YPL119C	DBP1	OG0000438	0.8684356405772473	1
GWK60_J06765	YPL118W	MRP51	OG0001022	0.8684356405772473	1
GWK60_J06787	YPL117C	IDI1	OG0002248	0.8684356405772473	1
GWK60_J06809	YPL116W	HOS3	OG0003010	0.8684356405772473	1
GWK60_J06831	YPL115C	BEM3	OG0001598	0.8684356405772473	1
GWK60_J06853	YPL109C	CQD1	OG0001549	0.37	1
GWK60_J06875	YPL110C	GDE1	OG0001778	0.32	1
GWK60_J06897	YPL111W	CAR1	OG0001040	0.39	1
GWK60_J06919	YPL113C	YPL113C	OG0000235	0.29	1
GWK60_J06941	YOR194C	TOA1	OG0001602	0.8684356405772473	1
GWK60_J06963	YAL049C	AIM2	OG0000635	0.8684356405772473	1
GWK60_J06985	YOR363C	PIP2	OG0000058	0.8684356405772473	1
GWK60_J07007	YOR367W	SCP1	OG0003534	0.8684356405772473	1
GWK60_J07029	YAL055W	PEX22	OG0003488	0.8684356405772473	1
GWK60_J07051	YOR368W	RAD17	OG0002401	1.0	1
GWK60_J07073	YOR369C	RPS12	OG0001796	0.8684356405772473	1
GWK60_J07095	YOR370C	MRS6	OG0002317	1.0	1
GWK60_J07117	YOR371C	GPB1	OG0000603	0.35	1
GWK60_J07139	YNL223W	ATG4	OG0002487	0.8684356405772473	1
GWK60_J07161	YNL224C	SQS1	OG0002214	0.8684356405772473	1
GWK60_J07183	YDL239C	ADY3	OG0003851	0.8684356405772473	1
GWK60_J07205	YNL227C	JJJ1	OG0002145	0.8684356405772473	1
GWK60_J07227	YNL229C	URE2	OG0001692	0.8684356405772473	1
GWK60_J07249	YNL230C	ELA1	OG0001637	0.8684356405772473	1
GWK60_J07271	YNL231C	PDR16	OG0000277	0.8684356405772473	1
GWK60_J07293	YNL232W	CSL4	OG0002572	0.8684356405772473	1
GWK60_J07315	YNL233W	BNI4	OG0002219	0.8684356405772473	1
