standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood,sample,feature_id,condition,background,pool
GWK60_D05445,GWK60_D05445,ORF,CP048233.1,545153,548665,W,3513,1,17,2.8465698832906e-4,0.02720904237223414,6.6158631572612e-4,3444,0.9803586678052946,0.9803586678052908,-19.914255918031287,0,0,0,0,0,3513,95.58536585365852,yH299-parent-pool4,GWK60_D05445,parent,yH299,4
GWK60_D05467,GWK60_D05467,ORF,CP048233.1,548806,551898,C,3093,9,3509,0.002909796314258,0.21900888956121695,0.10723075939827573,788,0.25476883284836727,0.25476883284829777,-12.306925604281677,1,0,0,0,0,343.6666666666667,75.26605504587155,yH299-parent-pool4,GWK60_D05467,parent,yH299,4
GWK60_D05489,GWK60_D05489,ORF,CP048233.1,552651,553358,W,708,0,0,0,0,0,708,1,0.9938185391083888,-24.0841809194736,0,0,0,0,0,9999,78.97590361445783,yH299-parent-pool4,GWK60_D05489,parent,yH299,4
GWK60_D05511,GWK60_D05511,ORF,CP048233.1,553631,554149,W,363,1,414,0.00275482093663911,0.26240639428859663,0.12197440625148662,346,0.953168044077135,0.7970101791094154,-15.387213393239312,1,0,0,0,0,519,95.25352112676056,yH299-parent-pool4,GWK60_D05511,parent,yH299,4
GWK60_D05533,GWK60_D05533,ORF,CP048233.1,554375,556738,C,2364,1,819,4.2301184433164e-4,0.04883958973073468,0.043745538225686,1642,0.694585448392555,0.694585448114844,-14.404700819968154,0,0,0,0,0,2364,115.45679012345678,yH299-parent-pool4,GWK60_D05533,parent,yH299,4
GWK60_D05555,GWK60_D05555,ORF,CP048233.1,557320,557838,W,519,0,0,0,0,0,519,1,0.960456220449047,-24.0841809194736,1,0,0,0,0,9999,110.38271604938272,yH299-parent-pool4,GWK60_D05555,parent,yH299,4
GWK60_D05577,GWK60_D05577,ORF,CP048233.1,558172,558513,C,342,0,0,0,0,0,342,1,0.8053384164084221,-24.0841809194736,0,0,0,0,0,9999,110.38271604938272,yH299-parent-pool4,GWK60_D05577,parent,yH299,4
GWK60_D05621,GWK60_D05621,ORF,CP048233.1,560593,561561,C,969,0,0,0,0,0,969,1,0.9995428309274196,-24.0841809194736,0,0,0,0,0,9999,120.52439024390245,yH299-parent-pool4,GWK60_D05621,parent,yH299,4
GWK60_D05643,ROX1,ORF,CP048233.1,562332,563057,C,726,1,2493,0.00137741046831955,0.19277757815307223,0.5342261637291097,613,0.8443526170798898,0.8399886202375112,-12.799935169643929,1,0,0,0,0,726,139.95652173913044,yH299-parent-pool4,GWK60_D05643,parent,yH299,4
GWK60_D05665,GWK60_D05665,ORF,CP048233.1,566847,569021,W,2175,0,0,0,0,0,2175,1,0.9999999973534264,-24.0841809194736,0,0,0,0,0,9999,118.25,yH299-parent-pool4,GWK60_D05665,parent,yH299,4
GWK60_D05687,GWK60_D05687,ORF,CP048233.1,569238,570371,C,1134,0,0,0,0,0,1134,1,0.999912168279002,-24.0841809194736,0,0,0,0,0,9999,128.67142857142858,yH299-parent-pool4,GWK60_D05687,parent,yH299,4
GWK60_D05709,GWK60_D05709,ORF,CP048233.1,570826,571149,W,324,0,0,0,0,0,324,1,0.7755640142690734,-24.0841809194736,0,0,0,0,0,9999,184.55555555555551,yH299-parent-pool4,GWK60_D05709,parent,yH299,4
GWK60_D05731,GWK60_D05731,ORF,CP048233.1,571769,574504,C,2736,2,3,7.3099415204678e-4,0.10378937936238446,1.7650286687332e-4,2308,0.8435672514619883,0.8435672514538147,-22.0841809194736,0,0,0,0,0,1368,141.98387096774192,yH299-parent-pool4,GWK60_D05731,parent,yH299,4
GWK60_D05753,GWK60_D05753,ORF,CP048233.1,575597,577006,W,1410,4,6048,0.00283687943262411,0.3367157665030006,0.5715074676841292,664,0.4709219858156029,0.47091936773314225,-11.521699974124283,0,0,0,0,0,352.5,118.6923076923077,yH299-parent-pool4,GWK60_D05753,parent,yH299,4
GWK60_D05775,GWK60_D05775,ORF,CP048233.1,577539,578972,W,1434,0,0,0,0,0,1434,1,0.9999956267511154,-24.0841809194736,0,0,0,0,0,9999,96.50980392156865,yH299-parent-pool4,GWK60_D05775,parent,yH299,4
GWK60_D05797,GWK60_D05797,ORF,CP048233.1,579153,580496,C,1344,7,1516,0.00520833333333333,0.494020061728395,0.12338481682048152,468,0.3482142857142857,0.3482105401863556,-13.517175549226566,0,0,0,0,0,192,94.85185185185183,yH299-parent-pool4,GWK60_D05797,parent,yH299,4
GWK60_D05819,GWK60_D05819,ORF,CP048233.1,581160,581327,C,168,1,1001,0.00595238095238095,0.5445283882783882,0.6055718762240501,158,0.9404761904761904,0.3956355247648666,-14.115514126278391,4,0,0,0,0,168,91.48076923076924,yH299-parent-pool4,GWK60_D05819,parent,yH299,4
GWK60_D05841,GWK60_D05841,ORF,CP048233.1,581683,582642,C,960,5,4736,0.00520833333333333,0.43926886792452824,0.4681456320985034,399,0.415625,0.4154171039148701,-11.874422962892208,0,0,0,0,0,192,84.33962264150944,yH299-parent-pool4,GWK60_D05841,parent,yH299,4
GWK60_D05863,GWK60_D05863,ORF,CP048233.1,582983,584944,C,1962,3,3360,0.00152905198776758,0.1346719750735676,0.16582232446984946,836,0.4260958205912334,0.4260958111018391,-12.369506092165595,0,0,0,0,0,654,88.0754716981132,yH299-parent-pool4,GWK60_D05863,parent,yH299,4
GWK60_D05885,GWK60_D05885,ORF,CP048233.1,585350,586645,W,1296,0,0,0,0,0,1296,1,0.9999826169920444,-24.0841809194736,0,0,0,0,0,9999,85.11538461538461,yH299-parent-pool4,GWK60_D05885,parent,yH299,4
GWK60_D05907,GWK60_D05907,ORF,CP048233.1,586712,589357,C,2646,6,1351,0.00226757369614512,0.1817639336436329,0.04450728238766014,1365,0.5158730158730159,0.5158730158607218,-13.683301483191414,0,0,0,0,0,441,80.15789473684211,yH299-parent-pool4,GWK60_D05907,parent,yH299,4
GWK60_D05929,GWK60_D05929,ORF,CP048233.1,589689,591143,C,1455,0,0,0,0,0,1455,1,0.999996455110414,-24.0841809194736,0,0,0,0,0,9999,71.42592592592592,yH299-parent-pool4,GWK60_D05929,parent,yH299,4
GWK60_D05951,GWK60_D05951,ORF,CP048233.1,591564,594185,W,2622,1,587,3.813882532418e-4,0.02786422578184592,0.01539967285612129,2561,0.9767353165522502,0.9767353165226588,-14.884508574637234,0,0,0,0,0,2622,73.06,yH299-parent-pool4,GWK60_D05951,parent,yH299,4
GWK60_D05973,GWK60_D05973,ORF,CP048233.1,594470,595741,W,1272,9,6883,0.0070754716981132,0.5430785521755872,0.4517811620371902,374,0.2940251572327044,0.29401865985598896,-11.335149537433397,1,0,0,0,0,141.33333333333334,76.75510204081633,yH299-parent-pool4,GWK60_D05973,parent,yH299,4
GWK60_D05995,GWK60_D05995,ORF,CP048233.1,596345,598675,W,2331,18,8698,0.00772200772200772,0.5375601165074849,0.31082325683047823,517,0.2217932217932218,0.22179322166987356,-10.997547070397358,0,0,0,0,0,129.5,69.6140350877193,yH299-parent-pool4,GWK60_D05995,parent,yH299,4
GWK60_D06017,GWK60_D06017,ORF,CP048233.1,599066,601660,C,2595,16,7337,0.00616570327552986,0.37962000926806666,0.1842407263842428,687,0.26473988439306356,0.26473988438255686,-11.243009730225056,1,0,0,0,0,162.1875,61.56962025316456,yH299-parent-pool4,GWK60_D06017,parent,yH299,4
GWK60_D06039,GWK60_D06039,ORF,CP048233.1,602199,604028,W,1830,2,194,0.00109289617486338,0.06813214108296076,0.00735325076537346,1459,0.7972677595628416,0.7972676930961424,-16.47685060572399,0,0,0,0,0,915,62.34090909090909,yH299-parent-pool4,GWK60_D06039,parent,yH299,4
GWK60_D06061,GWK60_D06061,ORF,CP048233.1,604753,607080,W,2328,13,4829,0.00558419243986254,0.3455994654448263,0.14280850159206282,825,0.3543814432989691,0.35438144309588104,-11.846373445750462,0,0,0,0,0,179.07692307692307,61.888888888888886,yH299-parent-pool4,GWK60_D06061,parent,yH299,4
GWK60_D06083,ATF2,ORF,CP048233.1,607693,609387,W,1695,3,3376,0.00176991150442477,0.1187759889113978,0.15784522935938458,1141,0.6731563421828909,0.6731561257051247,-12.362654455466124,0,0,0,0,0,565,67.10843373493977,yH299-parent-pool4,GWK60_D06083,parent,yH299,4
GWK60_D06105,ERG1,ORF,CP048233.1,610350,611819,W,1470,0,0,0,0,0,1470,1,0.9999969488837512,-24.0841809194736,0,0,0,0,0,9999,82,yH299-parent-pool4,GWK60_D06105,parent,yH299,4
GWK60_D06127,GWK60_D06127,ORF,CP048233.1,612299,612757,W,459,3,1304,0.0065359477124183,0.5762527233115469,0.32621972810372396,375,0.8169934640522876,0.7599797525518137,-13.734346828016353,0,0,0,0,0,153,88.16666666666667,yH299-parent-pool4,GWK60_D06127,parent,yH299,4
GWK60_D06171,GWK60_D06171,ORF,CP048233.1,613652,615436,W,1785,6,1385,0.00336134453781512,0.32472357363998233,0.09847933157393508,996,0.5579831932773109,0.5579831203225695,-13.647469377336384,2,0,0,0,0,297.5,96.60526315789474,yH299-parent-pool4,GWK60_D06171,parent,yH299,4
GWK60_D06193,GWK60_D06193,ORF,CP048233.1,615805,617538,W,1734,0,0,0,0,0,1734,1,0.999999782267854,-24.0841809194736,0,0,0,0,0,9999,98.95714285714286,yH299-parent-pool4,GWK60_D06193,parent,yH299,4
GWK60_D06215,GWK60_D06215,ORF,CP048233.1,618142,619716,W,1575,4,1552,0.00253968253968253,0.288727789623312,0.12206286479399618,1339,0.8501587301587301,0.8501578224418139,-13.483338805086298,0,0,0,0,0,393.75,113.68656716417912,yH299-parent-pool4,GWK60_D06215,parent,yH299,4
GWK60_D06259,GWK60_D06259,ORF,CP048233.1,620454,620930,W,477,1,318,0.0020964360587002,0.3100395993477755,0.128658701620075,412,0.8637316561844863,0.8127999799842889,-15.76676830570873,0,0,0,0,0,477,147.88888888888889,yH299-parent-pool4,GWK60_D06259,parent,yH299,4
GWK60_D06303,HEM2,ORF,CP048233.1,621900,622922,W,1023,0,0,0,0,0,1023,1,0.9997335346924326,-24.0841809194736,1,0,0,0,0,9999,151.41666666666666,yH299-parent-pool4,GWK60_D06303,parent,yH299,4
GWK60_D06325,GWK60_D06325,ORF,CP048233.1,623151,623591,C,441,1,272,0.00226757369614512,0.3447194480629131,0.1272050982575996,392,0.8888888888888888,0.8156326061085218,-15.991423778553749,1,0,0,0,0,441,152.0212765957447,yH299-parent-pool4,GWK60_D06325,parent,yH299,4
GWK60_D06347,GWK60_D06347,ORF,CP048233.1,623995,624915,C,921,1,1,0.001085776330076,0.2059872809058477,2.7205867289451e-4,805,0.8740499457111836,0.8734043626269353,-23.0841809194736,0,0,0,0,0,921,189.71428571428572,yH299-parent-pool4,GWK60_D06347,parent,yH299,4
GWK60_D06369,GWK60_D06369,ORF,CP048233.1,625279,626121,W,843,0,0,0,0,0,843,1,0.9983901449775876,-24.0841809194736,0,0,0,0,0,9999,190.4375,yH299-parent-pool4,GWK60_D06369,parent,yH299,4
GWK60_D06391,GWK60_D06391,ORF,CP048233.1,626431,628380,C,1950,3,4847,0.00153846153846153,0.2969551282051282,0.6617852266606541,1411,0.7235897435897436,0.7235897254204117,-11.84100693600065,0,0,0,0,0,650,193.02083333333337,yH299-parent-pool4,GWK60_D06391,parent,yH299,4
GWK60_D06413,GWK60_D06413,ORF,CP048233.1,629683,632229,C,2547,7,3117,0.00274833137023949,0.487268972938388,0.34164138457102694,967,0.37966234786022773,0.3796623478358774,-12.477775706775814,0,0,0,0,0,363.8571428571428,177.2962962962963,yH299-parent-pool4,GWK60_D06413,parent,yH299,4
GWK60_D06457,GWK60_D06457,ORF,CP048233.1,636089,636685,C,597,0,0,0,0,0,597,1,0.9814761750367006,-24.0841809194736,2,0,0,0,0,9999,98.79569892473118,yH299-parent-pool4,GWK60_D06457,parent,yH299,4
GWK60_D06479,GWK60_D06479,ORF,CP048233.1,637060,638262,W,1203,0,0,0,0,0,1203,1,0.9999559437819744,-24.0841809194736,0,0,0,0,0,9999,83.90090090090091,yH299-parent-pool4,GWK60_D06479,parent,yH299,4
GWK60_D06501,GWK60_D06501,ORF,CP048233.1,639293,642331,W,3039,1,444,3.2905561039815e-4,0.02859289414601333,0.01066097921473953,1577,0.518920697597894,0.5189206975976511,-15.28651939361984,0,0,0,0,0,3039,86.89380530973452,yH299-parent-pool4,GWK60_D06501,parent,yH299,4
GWK60_D06523,GWK60_D06523,ORF,CP048233.1,642576,643385,C,810,3,954,0.0037037037037037,0.30582491582491583,0.08161552970097696,466,0.5753086419753086,0.5740211883815867,-14.184823996550488,0,0,0,0,0,270,82.57272727272728,yH299-parent-pool4,GWK60_D06523,parent,yH299,4
GWK60_D06567,GWK60_D06567,ORF,CP048233.1,644543,645586,W,1044,13,18150,0.01245210727969348,0.8860919540229885,0.9632945740388804,340,0.32567049808429116,0.32560015212249344,-9.9364195065627,0,0,0,0,0,80.3076923076923,71.16,yH299-parent-pool4,GWK60_D06567,parent,yH299,4
GWK60_D06589,MET15,ORF,CP048233.1,646500,647828,W,1329,9,5809,0.00677200902934537,0.4088420344844147,0.19795362676327904,324,0.24379232505643345,0.2437892783549704,-11.579858471181709,2,0,0,0,0,147.66666666666666,60.37234042553192,yH299-parent-pool4,GWK60_D06589,parent,yH299,4
GWK60_D06611,ACO1,ORF,CP048233.1,648633,650966,C,2334,0,0,0,0,0,2334,1,0.999999999460296,-24.0841809194736,0,0,0,0,0,9999,69.67391304347827,yH299-parent-pool4,GWK60_D06611,parent,yH299,4
GWK60_D06633,STT4,ORF,CP048233.1,652015,657723,C,5709,1,1,1.75162024873e-4,0.01161413290344416,9.142424267897768e-6,4609,0.8073217726396917,0.8073217726396917,-23.0841809194736,0,0,0,0,0,5709,66.30508474576271,yH299-parent-pool4,GWK60_D06633,parent,yH299,4
GWK60_D06655,GWK60_D06655,ORF,CP048233.1,658872,659435,W,564,0,0,0,0,0,564,1,0.9744192116879924,-24.0841809194736,0,0,0,0,0,9999,89.85454545454546,yH299-parent-pool4,GWK60_D06655,parent,yH299,4
GWK60_D06677,GWK60_D06677,ORF,CP048233.1,659601,660689,W,1089,0,0,0,0,0,1089,1,0.9998622593171276,-24.0841809194736,0,0,0,0,0,9999,81.10144927536231,yH299-parent-pool4,GWK60_D06677,parent,yH299,4
GWK60_D06699,GWK60_D06699,ORF,CP048233.1,660961,664887,C,3927,2,1925,5.0929462694168e-4,0.04304586093466028,0.05037575249290575,1738,0.4425770308123249,0.4425770308123249,-13.17278893163014,0,0,0,0,0,1963.5,84.52054794520548,yH299-parent-pool4,GWK60_D06699,parent,yH299,4
GWK60_D06721,GWK60_D06721,ORF,CP048233.1,665678,665992,C,315,5,4446,0.01587301587301587,1.2318422318422315,1.3555346026507806,125,0.3968253968253968,0.30139322101155197,-11.965564230122093,4,0,0,0,0,63,77.60606060606061,yH299-parent-pool4,GWK60_D06721,parent,yH299,4
GWK60_D06743,GWK60_D06743,ORF,CP048233.1,667277,668938,W,1662,1,306,6.0168471720818e-4,0.04939907690901613,0.01839141989494318,1656,0.9963898916967509,0.9963894459955612,-15.82208607410342,0,0,0,0,0,1662,82.10126582278481,yH299-parent-pool4,GWK60_D06743,parent,yH299,4
GWK60_D06765,GWK60_D06765,ORF,CP048233.1,669164,669424,W,261,5,5698,0.01915708812260536,1.460864805692392,2.0100403139123015,109,0.41762452107279696,0.2705959671524555,-11.607687842132009,9,0,0,0,0,52.2,76.25714285714285,yH299-parent-pool4,GWK60_D06765,parent,yH299,4
GWK60_D06787,GWK60_D06787,ORF,CP048233.1,670090,672282,W,2193,3,1054,0.00136798905608755,0.11479570814035896,0.04674718792114066,1646,0.7505699954400364,0.7505699937808233,-14.04115363587905,2,0,0,0,0,731,83.91566265060241,yH299-parent-pool4,GWK60_D06787,parent,yH299,4
GWK60_D06809,GWK60_D06809,ORF,CP048233.1,672857,676423,C,3567,2,729,5.6069526212503e-4,0.04651550100342246,0.01838788037765353,1568,0.4395850855060275,0.4395850855060264,-14.57242826570622,0,0,0,0,0,1783.5,82.96039603960396,yH299-parent-pool4,GWK60_D06809,parent,yH299,4
GWK60_D06831,GWK60_D06831,ORF,CP048233.1,677788,680490,W,2703,0,0,0,0,0,2703,1,0.9999999999865226,-24.0841809194736,0,0,0,0,0,9999,127.9367088607595,yH299-parent-pool4,GWK60_D06831,parent,yH299,4
GWK60_D06853,ALD4,ORF,CP048233.1,683444,685018,W,1575,4,282,0.00253968253968253,0.5717333333333333,0.04004689518132141,606,0.3847619047619047,0.38476149395051473,-15.939522676641715,0,0,0,0,0,393.75,225.12,yH299-parent-pool4,GWK60_D06853,parent,yH299,4
GWK60_D06875,GWK60_D06875,ORF,CP048233.1,685543,686688,C,1146,2,1060,0.00174520069808027,0.3928795811518324,0.20688144859460625,441,0.3848167539267016,0.3847867765006767,-14.032971978558834,0,0,0,0,0,573,225.12,yH299-parent-pool4,GWK60_D06875,parent,yH299,4
GWK60_D06897,EPA21,ORF,CP048233.1,693104,698902,W,5799,0,0,0,0,0,5799,1,1,-24.0841809194736,0,0,0,0,0,9999,1187.111111111111,yH299-parent-pool4,GWK60_D06897,parent,yH299,4
GWK60_E00011,EPA7,ORF,CP048234.1,3344,5488,C,2145,0,0,0,0,0,2145,1,0.9999999964274991,-24.0841809194736,0,0,0,0,0,9999,6436,yH299-parent-pool4,GWK60_E00011,parent,yH299,4
GWK60_E00033,GWK60_E00033,ORF,CP048234.1,15018,15734,C,717,0,0,0,0,0,717,1,0.994347562848763,-24.0841809194736,0,0,0,0,0,9999,5877,yH299-parent-pool4,GWK60_E00033,parent,yH299,4
GWK60_E00055,GWK60_E00055,ORF,CP048234.1,17960,40497,C,22538,0,0,0,0,0,22538,1,1,-24.0841809194736,0,0,0,0,0,9999,2275,yH299-parent-pool4,GWK60_E00055,parent,yH299,4
GWK60_E00077,EPA20,ORF,CP048234.1,45332,47974,W,2643,0,0,0,0,0,2643,1,0.9999999999754424,-24.0841809194736,0,0,0,0,0,9999,1453.8333333333333,yH299-parent-pool4,GWK60_E00077,parent,yH299,4
GWK60_E00121,MTL1a,ORF,CP048234.1,49119,49641,W,393,0,0,0,0,0,393,1,0.8732494198778592,-24.0841809194736,0,0,0,0,0,9999,1453.8333333333333,yH299-parent-pool4,GWK60_E00121,parent,yH299,4
GWK60_E00143,GWK60_E00143,ORF,CP048234.1,49787,49978,C,192,0,0,0,0,0,192,1,0.48001065984441826,-24.0841809194736,0,0,0,0,0,9999,1453.8333333333333,yH299-parent-pool4,GWK60_E00143,parent,yH299,4
GWK60_E00165,GWK60_E00165,ORF,CP048234.1,51409,53235,W,1827,3,3855,0.00164203612479474,2.2129173508483855,10.036231044141797,963,0.5270935960591133,0.5270935507780641,-12.171291583243637,0,0,0,0,0,609,1347.6666666666667,yH299-parent-pool4,GWK60_E00165,parent,yH299,4
GWK60_E00187,GWK60_E00187,ORF,CP048234.1,53793,54908,W,1116,0,0,0,0,0,1116,1,0.9998948481600224,-24.0841809194736,0,0,0,0,0,9999,2060,yH299-parent-pool4,GWK60_E00187,parent,yH299,4
GWK60_E00209,GWK60_E00209,ORF,CP048234.1,55053,56219,C,1167,2,1204,0.00171379605826906,2.810625535561268,23.609254498714648,635,0.5441302485004285,0.544095888923755,-13.849363488356277,0,0,0,0,0,583.5,1640,yH299-parent-pool4,GWK60_E00209,parent,yH299,4
GWK60_E00231,GWK60_E00231,ORF,CP048234.1,56689,62961,C,6273,1,327,1.5941335883947e-4,0.10036665072533078,0.04287380115895907,6214,0.9905946118284712,0.9905946118284712,-15.726628914855516,0,0,0,0,0,6273,629.6,yH299-parent-pool4,GWK60_E00231,parent,yH299,4
GWK60_E00253,GWK60_E00253,ORF,CP048234.1,63714,66791,W,3078,1,1,3.2488628979857e-4,0.09166125189517002,1.5145613333636e-4,2966,0.96361273554256,0.9636127355422548,-23.0841809194736,1,0,0,0,0,3078,282.1333333333333,yH299-parent-pool4,GWK60_E00253,parent,yH299,4
GWK60_E00275,GWK60_E00275,ORF,CP048234.1,67059,67610,W,552,1,834,0.00181159420289855,0.427536231884058,0.5891692290008333,439,0.7952898550724637,0.7724264679134943,-14.378548532112186,0,0,0,0,0,552,236,yH299-parent-pool4,GWK60_E00275,parent,yH299,4
GWK60_E00297,GWK60_E00297,ORF,CP048234.1,67877,68332,W,456,1,5,0.00219298245614035,0.5175438596491228,0.00427580849016129,324,0.7105263157894737,0.6595406936547029,-21.49921841875244,0,0,0,0,0,456,236,yH299-parent-pool4,GWK60_E00297,parent,yH299,4
GWK60_E00319,GWK60_E00319,ORF,CP048234.1,68516,69061,C,546,1,2081,0.00183150183150183,0.4969474969474969,1.708770226615567,470,0.8608058608058609,0.8345753559809841,-13.060426566174185,1,0,0,0,0,546,271.3333333333333,yH299-parent-pool4,GWK60_E00319,parent,yH299,4
GWK60_E00341,GWK60_E00341,ORF,CP048234.1,69475,72009,W,2535,1,1,3.9447731755424e-4,0.10173362400083048,1.7432709740402e-4,1714,0.6761341222879684,0.6761341222390743,-23.0841809194736,0,0,0,0,0,2535,257.89473684210526,yH299-parent-pool4,GWK60_E00341,parent,yH299,4
GWK60_E00363,GWK60_E00363,ORF,CP048234.1,72493,72918,C,426,0,0,0,0,0,426,1,0.9055096310498408,-24.0841809194736,0,0,0,0,0,9999,256.9,yH299-parent-pool4,GWK60_E00363,parent,yH299,4
GWK60_E00385,GWK60_E00385,ORF,CP048234.1,73732,74091,C,360,0,0,0,0,0,360,1,0.8320183851339245,-24.0841809194736,2,0,0,0,0,9999,230.8421052631579,yH299-parent-pool4,GWK60_E00385,parent,yH299,4
GWK60_E00407,SRB8,ORF,CP048234.1,74455,78531,C,4077,0,0,0,0,0,4077,1,1,-24.0841809194736,0,0,0,0,0,9999,240.45833333333337,yH299-parent-pool4,GWK60_E00407,parent,yH299,4
GWK60_E00429,GWK60_E00429,ORF,CP048234.1,79330,80805,C,1476,3,192,0.00203252032520325,0.5732836495031618,0.07459032801306102,1219,0.825880758807588,0.8258783856940815,-16.49172388220552,2,0,0,0,0,492,282.05555555555554,yH299-parent-pool4,GWK60_E00429,parent,yH299,4
GWK60_E00451,GWK60_E00451,ORF,CP048234.1,81143,81784,C,642,0,0,0,0,0,642,1,0.988108868355613,-24.0841809194736,0,0,0,0,0,9999,232.56521739130432,yH299-parent-pool4,GWK60_E00451,parent,yH299,4
GWK60_E00473,GWK60_E00473,ORF,CP048234.1,82248,84728,C,2481,1,1,4.030632809351e-4,0.08601668980548466,2.3520869199393e-4,1552,0.6255542120112858,0.6255542119336597,-23.0841809194736,0,0,0,0,0,2481,213.40740740740745,yH299-parent-pool4,GWK60_E00473,parent,yH299,4
GWK60_E00495,GWK60_E00495,ORF,CP048234.1,84987,85916,W,930,0,0,0,0,0,930,1,0.9993249172693672,-24.0841809194736,0,0,0,0,0,9999,217.05,yH299-parent-pool4,GWK60_E00495,parent,yH299,4
GWK60_E00517,GWK60_E00517,ORF,CP048234.1,86425,87246,C,822,0,0,0,0,0,822,1,0.9980147040232614,-24.0841809194736,1,0,0,0,0,9999,217.05,yH299-parent-pool4,GWK60_E00517,parent,yH299,4
GWK60_E00539,GWK60_E00539,ORF,CP048234.1,87866,88915,W,1050,0,0,0,0,0,1050,1,0.9997965730219448,-24.0841809194736,0,0,0,0,0,9999,217.05,yH299-parent-pool4,GWK60_E00539,parent,yH299,4
GWK60_E00561,GWK60_E00561,ORF,CP048234.1,89206,91272,C,2067,0,0,0,0,0,2067,1,0.9999999922066888,-24.0841809194736,0,0,0,0,0,9999,191.1851851851852,yH299-parent-pool4,GWK60_E00561,parent,yH299,4
GWK60_E00583,GWK60_E00583,ORF,CP048234.1,91690,92826,C,1137,7,3222,0.00615655233069481,1.2880578180566709,1.338054763515534,339,0.29815303430079154,0.2981276208922051,-12.429992446414056,0,0,0,0,0,162.42857142857142,209.2173913043478,yH299-parent-pool4,GWK60_E00583,parent,yH299,4
GWK60_E00627,GWK60_E00627,ORF,CP048234.1,93478,98952,W,5475,0,0,0,0,0,5475,1,1,-24.0841809194736,0,0,0,0,0,9999,239.17391304347825,yH299-parent-pool4,GWK60_E00627,parent,yH299,4
GWK60_E00649,GWK60_E00649,ORF,CP048234.1,99986,100810,C,825,0,0,0,0,0,825,1,0.9980732653366724,-24.0841809194736,0,0,0,0,0,9999,200.52380952380952,yH299-parent-pool4,GWK60_E00649,parent,yH299,4
GWK60_E00671,GWK60_E00671,ORF,CP048234.1,101355,102797,W,1443,4,4737,0.00277200277200277,0.5602085602085602,1.5747673489280811,441,0.30561330561330563,0.3056120841227526,-11.874118436233369,1,0,0,0,0,360.75,202.0952380952381,yH299-parent-pool4,GWK60_E00671,parent,yH299,4
GWK60_E00693,GWK60_E00693,ORF,CP048234.1,103340,104917,C,1578,0,0,0,0,0,1578,1,0.999998963852486,-24.0841809194736,0,0,0,0,0,9999,346.25,yH299-parent-pool4,GWK60_E00693,parent,yH299,4
GWK60_E00715,GWK60_E00715,ORF,CP048234.1,105247,105903,C,657,0,0,0,0,0,657,1,0.989748227726628,-24.0841809194736,0,0,0,0,0,9999,334.75,yH299-parent-pool4,GWK60_E00715,parent,yH299,4
GWK60_E00737,GWK60_E00737,ORF,CP048234.1,106214,109159,W,2946,0,0,0,0,0,2946,1,0.9999999999988134,-24.0841809194736,0,0,0,0,0,9999,289.25,yH299-parent-pool4,GWK60_E00737,parent,yH299,4
GWK60_E00759,GWK60_E00759,ORF,CP048234.1,109315,110580,C,1266,0,0,0,0,0,1266,1,0.9999765355363104,-24.0841809194736,0,0,0,0,0,9999,293.1333333333333,yH299-parent-pool4,GWK60_E00759,parent,yH299,4
GWK60_E00781,GWK60_E00781,ORF,CP048234.1,110926,113016,W,2091,0,0,0,0,0,2091,1,0.9999999938695644,-24.0841809194736,0,0,0,0,0,9999,267.7857142857143,yH299-parent-pool4,GWK60_E00781,parent,yH299,4
GWK60_E00803,GWK60_E00803,ORF,CP048234.1,113081,113512,C,432,0,0,0,0,0,432,1,0.9105199406664386,-24.0841809194736,0,0,0,0,0,9999,342.6,yH299-parent-pool4,GWK60_E00803,parent,yH299,4
GWK60_E00825,GWK60_E00825,ORF,CP048234.1,113795,114436,W,642,0,0,0,0,0,642,1,0.988108868355613,-24.0841809194736,0,0,0,0,0,9999,316.7,yH299-parent-pool4,GWK60_E00825,parent,yH299,4
GWK60_E00847,GWK60_E00847,ORF,CP048234.1,114850,115986,C,1137,0,0,0,0,0,1137,1,0.999914763877396,-24.0841809194736,0,0,0,0,0,9999,262.7647058823529,yH299-parent-pool4,GWK60_E00847,parent,yH299,4
GWK60_E00869,GWK60_E00869,ORF,CP048234.1,116351,118912,C,2562,1,21,3.9032006245121e-4,0.04670830080666146,0.00170855678962655,1593,0.6217798594847775,0.6217798594504533,-19.624749300836303,0,0,0,0,0,2562,119.66666666666669,yH299-parent-pool4,GWK60_E00869,parent,yH299,4
GWK60_E00891,GWK60_E00891,ORF,CP048234.1,119291,122878,C,3588,1,459,2.7870680044593e-4,0.02957888301506815,0.02268577962115104,3241,0.903288740245262,0.9032887402452602,-15.238690868529224,1,0,0,0,0,3588,106.12903225806453,yH299-parent-pool4,GWK60_E00891,parent,yH299,4
GWK60_E00913,HOM2,ORF,CP048234.1,123406,124479,C,1074,0,0,0,0,0,1074,1,0.999839971725238,-24.0841809194736,0,0,0,0,0,9999,104.1864406779661,yH299-parent-pool4,GWK60_E00913,parent,yH299,4
