cglab_id	cglab_gene_name	cglab_cagl_id	qng_id	scer_id	scer_gene_name	scer_sgdid	C_glabrata_raw	S_cerevisiae_raw	Orthogroup
GWK60_E02607	protein_coding	CAGL0E02827g	QNG13163.1	YBL010C	LAA2	S000000106	QNG13163.1 uncharacterized protein GWK60_E02607 [Nakaseomyces glabratus]	YBL010C LAA2 SGDID_S000000106_ Chr II from 206949-206107_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Clathrin adaptor _adaptin_ accessory protein; physically interacts with and is involved in localization of clathrin adaptor protein complex-1 _AP-1_; green fluorescent protein _GFP_-fusion protein colocalizes with clathrin-coated vesicles""	OG0004265
GWK60_E03113	protein_coding	CAGL0E03366g	QNG13184.1	YLR307C	NA	S000028525	QNG13184.1 uncharacterized protein GWK60_E03113 [Nakaseomyces glabratus]	YLR307C-A DPA10 SGDID_S000028525_ Chr XII from 747111-746848_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative mitochondrial protein of unknown function""	OG0004266
GWK60_E03949	protein_coding	CAGL0E04268g	QNG13220.1	YML037C	LFT1	S000004501	QNG13220.1 uncharacterized protein GWK60_E03949 [Nakaseomyces glabratus]	YML037C LFT1 SGDID_S000004501_ Chr XIII from 205408-204386_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative protein of unknown function; binds HEATR5 protein Laa1p; has some characteristics of a transcriptional activator; may be a target of Dbf2p-Mob1p kinase; GFP-fusion protein co-localizes with clathrin-coated vesicles; YML037C is not an essential gene""	OG0004267
GWK60_E04367	protein_coding	CAGL0E04664g	QNG13239.1	YDR056C	EMC10	S000002463	QNG13239.1 uncharacterized protein GWK60_E04367 [Nakaseomyces glabratus]	YDR056C EMC10 SGDID_S000002463_ Chr IV from 565640-565023_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; subunit of evolutionarily conserved EMC _Endoplasmic Reticulum Membrane Complex_ implicated in ERAD _ER-associated degradation_ and proper assembly of multi-pass transmembrane _TM_ proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5p of TOM _Translocase of the Mitochondrial Outer Membrane_ complex; YDR056C is not an essential protein""	OG0004268
GWK60_E04521	protein_coding	CAGL0E04818g	QNG13245.1	YDR219C	MFB1	S000002627	QNG13245.1 uncharacterized protein GWK60_E04521 [Nakaseomyces glabratus]	YDR219C MFB1 SGDID_S000002627_ Chr IV from 906852-905455_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondria-associated F-box protein; tether that anchors higher-functioning mitochondria at the mother cell distal tip throughout the cell cycle and at the bud tip prior to cytokinesis; role in maintenance of normal mitochondrial morphology and quality control; interacts with Skp1p through the F-box motif; asymmetrically localized to the mother cell through the cell cycle with some bud tip localization just before cytokinesis; function regulated by the bud site selection machinery""	OG0004269
GWK60_E04675	protein_coding	CAGL0E04972g	QNG13252.1	YGL145W	TIP20	S000003113	QNG13252.1 uncharacterized protein GWK60_E04675 [Nakaseomyces glabratus]	YGL145W TIP20 SGDID_S000003113_ Chr VII from 230243-232348_ Genome Release 64-5-1_ Verified ORF_ ""Peripheral membrane protein required for COPI vesicle fusion to the ER; mediates Sey1p-independent homotypic ER fusion; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p""	OG0004270
GWK60_E05709	protein_coding	CAGL0E06072g	QNG13298.1	YPL229W	YPL229W	S000006150	QNG13298.1 uncharacterized protein GWK60_E05709 [Nakaseomyces glabratus]	YPL229W YPL229W SGDID_S000006150_ Chr XVI from 117067-117687_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog_ YMR181C_ that arose from the whole genome duplication"", YMR181C YMR181C SGDID_S000004793_ Chr XIII from 624080-623616_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function; mRNA transcribed as part of a bicistronic transcript with a predicted transcriptional repressor RGM1/YMR182C; mRNA is destroyed by nonsense-mediated decay _NMD_; not an essential gene; YMR181C has a paralog_ YPL229W_ that arose from the whole genome duplication""	OG0004271
GWK60_F00055	FET4	CAGL0F00187g	QNG13327.1	YMR319C	FET4	S000004938	QNG13327.1 FET4 [Nakaseomyces glabratus]	YMR319C FET4 SGDID_S000004938_ Chr XIII from 914538-912880_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Low-affinity Fe_II_ transporter of the plasma membrane""	OG0004272
GWK60_F01199	AUS1	CAGL0F01419g	QNG13376.1	YIL013C	PDR11	S000001275	QNG13376.1 AUS1 [Nakaseomyces glabratus]	YIL013C PDR11 SGDID_S000001275_ Chr IX from 332442-328207_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ATP-binding cassette _ABC_ transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog_ AUS1_ that arose from the whole genome duplication"", YOR011W AUS1 SGDID_S000005537_ Chr XV from 349679-353863_ Genome Release 64-5-1_ Verified ORF_ ""Plasma membrane sterol transporter of the ATP-binding cassette family; required_ along with Pdr11p_ for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog_ PDR11_ that arose from the whole genome duplication""	OG0004273
GWK60_F01617	protein_coding	CAGL0F01859g	QNG13395.1	YLR054C	OSW2	S000004044	QNG13395.1 uncharacterized protein GWK60_F01617 [Nakaseomyces glabratus]	YLR054C OSW2 SGDID_S000004044_ Chr XII from 250860-248717_250978-250948_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function reputedly involved in spore wall assembly""	OG0004274
GWK60_F01661	protein_coding	CAGL0F01903g	QNG13397.1	YLR052W	IES3	S000004042	QNG13397.1 uncharacterized protein GWK60_F01661 [Nakaseomyces glabratus]	YLR052W IES3 SGDID_S000004042_ Chr XII from 247201-247953_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the INO80 chromatin remodeling complex""	OG0004275
GWK60_F01793	CTF19	CAGL0F02035g	QNG13403.1	YPL018W	CTF19	S000005939	QNG13403.1 CTF19 [Nakaseomyces glabratus]	YPL018W CTF19 SGDID_S000005939_ Chr XVI from 517651-518760_ Genome Release 64-5-1_ Verified ORF_ ""Outer kinetochore protein_ needed for accurate chromosome segregation; component of kinetochore sub-complex COMA _Ctf19p_ Okp1p_ Mcm21p_ Ame1p_ that functions as platform for kinetochore assembly; required for spindle assembly checkpoint; minimizes potentially deleterious centromere-proximal crossovers by preventing meiotic DNA break formation proximal to centromere; homolog of human centromere constitutive-associated network _CCAN_ subunit CENP-P and fission yeast fta2""	OG0004276
GWK60_F02079	protein_coding	CAGL0F02365g	QNG13415.1	YFR008W	FAR7	S000001904	QNG13415.1 uncharacterized protein GWK60_F02079 [Nakaseomyces glabratus]	YFR008W FAR7 SGDID_S000001904_ Chr VI from 160535-161200_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in recovery from pheromone-induced cell cycle arrest; acts in a Far1p-independent pathway; interacts with Far3p_ Far8p_ Far9p_ Far10p_ and Far11p; protein abundance increases in response to DNA replication stress""	OG0004277
GWK60_F04301	protein_coding	CAGL0F04697g	QNG13512.1	YLR257W	YLR257W	S000004247	QNG13512.1 uncharacterized protein GWK60_F04301 [Nakaseomyces glabratus]	YLR257W YLR257W SGDID_S000004247_ Chr XII from 658826-659791_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function; protein abundance increases in response to DNA replication stress""	OG0004278
GWK60_F04411	protein_coding	CAGL0F04807g	QNG13517.1	YIL136W	OM45	S000001398	QNG13517.1 uncharacterized protein GWK60_F04411 [Nakaseomyces glabratus]	YIL136W OM45 SGDID_S000001398_ Chr IX from 93619-94800_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial outer membrane protein of unknown function; major constituent of the outer membrane_ extending into the intermembrane space; interacts with porin _Por1p_ and with Om14p; imported via the presequence pathway involving the TOM and TIM23 complexes_ then assembled in the outer membrane by Mim1p; protein abundance increases in response to DNA replication stress""	OG0004279
GWK60_F04829	protein_coding	CAGL0F05225g	QNG13536.1	YBR152W	SPP381	S000000356	QNG13536.1 uncharacterized protein GWK60_F04829 [Nakaseomyces glabratus]	YBR152W SPP381 SGDID_S000000356_ Chr II from 546376-547251_ Genome Release 64-5-1_ Verified ORF_ ""mRNA splicing factor_ component of U4/U6.U5 tri-snRNP; interacts genetically and physically with Prp38p; relocalizes to the cytosol in response to hypoxia; temperature-sensitive phenotype of prp38-1 mutant can be suppressed by human homolog of SPP381_ MFAP1""	OG0004280
GWK60_F04917	protein_coding	CAGL0F05329g	QNG13539.1	YDR210W	CPP2	S000002618	QNG13539.1 uncharacterized protein GWK60_F04917 [Nakaseomyces glabratus]	YDR210W CPP2 SGDID_S000002618_ Chr IV from 871074-871301_ Genome Release 64-5-1_ Verified ORF_ ""Tail-anchored plasma membrane _PM_ protein; C-terminal palmitoylation is required for membrane anchoring and protein stability; PM localization is polarized to the daughter cell; contains a conserved cysteine rich palmitoylated domain _CYSPD_ aka CYSTM_; related proteins in other organisms may be involved in response to stress""	OG0004281
GWK60_F05137	protein_coding	CAGL0F05533g	QNG13549.1	YDR197W	CBS2	S000002605	QNG13549.1 uncharacterized protein GWK60_F05137 [Nakaseomyces glabratus]	YDR197W CBS2 SGDID_S000002605_ Chr IV from 851228-852397_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial translational activator of the COB mRNA; interacts with translating ribosomes_ acts on the COB mRNA 5'-untranslated leader""	OG0004282
GWK60_F05291	protein_coding	CAGL0F05687g	QNG13556.1	YDR186C	SND1	S000002594	QNG13556.1 uncharacterized protein GWK60_F05291 [Nakaseomyces glabratus]	YDR186C SND1 SGDID_S000002594_ Chr IV from 835492-832859_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Env10p/Snd2p and Pho88p/Snd3p; can compensate for loss of SRP; co-purifies with ribosomes; GFP-fusion protein localizes to the cytoplasm""	OG0004283
GWK60_F05313	protein_coding	CAGL0F05709g	QNG13557.1	YDR184C	ATC1	S000002592	QNG13557.1 uncharacterized protein GWK60_F05313 [Nakaseomyces glabratus]	YDR184C ATC1 SGDID_S000002592_ Chr IV from 831513-830629_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Nuclear protein; possibly involved in regulation of cation stress responses and/or in the establishment of bipolar budding pattern; relative distribution to the nucleus decreases upon DNA replication stress""	OG0004284
GWK60_F05445	protein_coding	CAGL0F05841g	QNG13563.1	YDR179C	CSN9	S000002586	QNG13563.1 uncharacterized protein GWK60_F05445 [Nakaseomyces glabratus]	YDR179C CSN9 SGDID_S000002586_ Chr IV from 819196-818708_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the Cop9 signalosome; Cop9 signalosome is required for deneddylation_ or removal of the ubiquitin-like protein Rub1p from Cdc53p _cullin_; involved in adaptation to pheromone signaling""	OG0004285
GWK60_F05489	protein_coding	CAGL0F05885g	QNG13565.1	YMR032W	HOF1	S000004635	QNG13565.1 uncharacterized protein GWK60_F05489 [Nakaseomyces glabratus]	YMR032W HOF1 SGDID_S000004635_ Chr XIII from 335298-337307_ Genome Release 64-5-1_ Verified ORF_ ""F-BAR protein that regulates actin cytoskeleton organization; binds and bundles actin filaments_ linking them to septins; required for cytokinesis_ actin cable organization_ and secretory vesicle trafficking; regulates actomyosin ring dynamics and septin localization; N-term. half controls cell size and actin cable levels_ while the C-term. half controls actin cable organization_ inhibiting Bnr1p-mediated actin nucleation; forms axial striations/pillars at the bud neck; phosphorylated by Dbf2p""	OG0004286
GWK60_F06347	protein_coding	CAGL0F06765g	QNG13601.1	YIR024C	INA22	S000001463	QNG13601.1 uncharacterized protein GWK60_F06347 [Nakaseomyces glabratus]	YIR024C INA22 SGDID_S000001463_ Chr IX from 403491-402841_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""F1F0 ATP synthase peripheral stalk assembly factor; subunit of the matrix-exposed inner mitochondrial membrane localized INA complex _Ina22p-Ina17p_ involved in assembly of the F1F0 peripheral stalk; co-purifies with Aim43p_ ATP synthase subunits_ and cytochrome bc1 complex assembly factors; interacts with Arh1p_ a mitochondrial oxidoreductase; deletion mutant has a respiratory growth defect""	OG0004287
GWK60_F06545	protein_coding	CAGL0F06963g	QNG13610.1	YGL061C	DUO1	S000003029	QNG13610.1 uncharacterized protein GWK60_F06545 [Nakaseomyces glabratus]	YGL061C DUO1 SGDID_S000003029_ Chr VII from 389711-388968_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Essential subunit of the Dam1 complex _aka DASH complex_; cooperates with Dam1p and Pse1p to connect the DASH complex with microtubules _MT_; couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""	OG0004288
GWK60_F06985	protein_coding	CAGL0F07447g	QNG13629.1	YGL108C	YGL108C	S000003076	QNG13629.1 uncharacterized protein GWK60_F06985 [Nakaseomyces glabratus]	YGL108C YGL108C SGDID_S000003076_ Chr VII from 304071-303649_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function_ predicted to be palmitoylated; SWAT-GFP_ seamless-GFP and mCherry C-terminal fusion proteins localize to the cytosol_ while N-terminal GFP fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress""	OG0004289
GWK60_F07293	CEP3	CAGL0F07755g	QNG13643.1	YMR168C	CEP3	S000004778	QNG13643.1 CEP3 [Nakaseomyces glabratus]	YMR168C CEP3 SGDID_S000004778_ Chr XIII from 599158-597332_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Essential kinetochore protein; component of the CBF3 complex that binds the CDEIII region of the centromere; contains an N-terminal Zn2Cys6 type zinc finger domain_ a C-terminal acidic domain_ and a putative coiled coil dimerization domain""	OG0004290
GWK60_F07491	protein_coding	CAGL0F07953g	QNG13652.1	YGR236C	SPG1	S000003468	QNG13652.1 uncharacterized protein GWK60_F07491 [Nakaseomyces glabratus]	YGR236C SPG1 SGDID_S000003468_ Chr VII from 962817-962530_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies""	OG0004291
GWK60_F07557	PEX21	CAGL0F08019g	QNG13655.1	YGR239C	PEX21	S000003471	QNG13655.1 PEX21 [Nakaseomyces glabratus]	YGR239C PEX21 SGDID_S000003471_ Chr VII from 970053-969187_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Peroxin required for peroxisomal matrix protein targeting; acts on proteins containing the PTS2 targeting sequence; interacts with Pex7p; constitutively expressed; partially redundant with Pex18p; required for import of the Gpd1p-Pnc1p heterodimer in which only Gpd1p has a peroxisomal targeting signal; relative distribution to cytoplasmic foci increases upon DNA replication stress""	OG0004292
GWK60_F08129	protein_coding	CAGL0F08591g	QNG13680.1	YLR315W	NKP2	S000004307	QNG13680.1 uncharacterized protein GWK60_F08129 [Nakaseomyces glabratus]	YLR315W NKP2 SGDID_S000004307_ Chr XII from 764808-765269_ Genome Release 64-5-1_ Verified ORF_ ""Central kinetochore protein and subunit of the Ctf19 complex; mutants have elevated rates of chromosome loss; orthologous to fission yeast kinetochore protein cnl2""	OG0004293
GWK60_F08371	protein_coding	CAGL0F08855g	QNG13691.1	YGR015C	EAT1	S000003247	QNG13691.1 uncharacterized protein GWK60_F08371 [Nakaseomyces glabratus]	YGR015C EAT1 SGDID_S000003247_ Chr VII from 522076-521090_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Ethanol acetyltransferase; green fluorescent protein _GFP_-fusion protein localizes to the mitochondrion""	OG0004294
GWK60_F08393	protein_coding	CAGL0F08877g	QNG13692.1	YGR016W	YGR016W	S000003248	QNG13692.1 uncharacterized protein GWK60_F08393 [Nakaseomyces glabratus]	YGR016W YGR016W SGDID_S000003248_ Chr VII from 522261-522833_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function""	OG0004295
GWK60_G00297	protein_coding	CAGL0G00396g	QNG13720.1	YGR275W	RTT102	S000003507	QNG13720.1 uncharacterized protein GWK60_G00297 [Nakaseomyces glabratus]	YGR275W RTT102 SGDID_S000003507_ Chr VII from 1043276-1043749_ Genome Release 64-5-1_ Verified ORF_ ""Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition; protein abundance increases in response to DNA replication stress""	OG0004296
GWK60_G00649	protein_coding	CAGL0G00792g	QNG13734.1	YLR329W	REC102	S000004321	QNG13734.1 uncharacterized protein GWK60_G00649 [Nakaseomyces glabratus]	YLR329W REC102 SGDID_S000004321_ Chr XII from 786442-786615_786713-787333_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in early stages of meiotic recombination; required for chromosome synapsis; forms a complex with Rec104p and Spo11p necessary during the initiation of recombination""	OG0004297
GWK60_G00869	protein_coding	CAGL0G01012g	QNG13743.1	YLR341W	SPO77	S000004333	QNG13743.1 uncharacterized protein GWK60_G00869 [Nakaseomyces glabratus]	YLR341W SPO77 SGDID_S000004333_ Chr XII from 807385-808818_ Genome Release 64-5-1_ Verified ORF_ ""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation and for timely prospore membrane closure along with SPS1; required with Sps1p for phosphorylation and turnover of Ssp1p; dispensable for both nuclear divisions during meiosis""	OG0004298
GWK60_G01705	protein_coding	CAGL0G01848g	QNG13779.1	YPR101W	SNT309	S000006305	QNG13779.1 uncharacterized protein GWK60_G01705 [Nakaseomyces glabratus]	YPR101W SNT309 SGDID_S000006305_ Chr XVI from 730492-731019_ Genome Release 64-5-1_ Verified ORF_ ""Member of the NineTeen Complex _NTC_; this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2_ U5_ and U6 snRNAs; interacts physically and genetically with Prp19p""	OG0004299
GWK60_G03201	protein_coding	CAGL0G03333g	QNG13846.1	YER104W	RTT105	S000000906	QNG13846.1 uncharacterized protein GWK60_G03201 [Nakaseomyces glabratus]	YER104W RTT105 SGDID_S000000906_ Chr V from 366802-367428_ Genome Release 64-5-1_ Verified ORF_ ""Chaperone for Replication Protein A complex _RPA_; involved in nuclear import of RPA and its binding to ssDNA at replication forks; has a role in regulation of Ty1 transposition""	OG0004300
GWK60_G03245	protein_coding	CAGL0G03377g	QNG13848.1	YER106W	MAM1	S000000908	QNG13848.1 uncharacterized protein GWK60_G03245 [Nakaseomyces glabratus]	YER106W MAM1 SGDID_S000000908_ Chr V from 372326-373234_ Genome Release 64-5-1_ Verified ORF_ ""Monopolin; meiosis-specific kinetochore-associated protein involved in monopolar attachment of sister kinetochores to the meiotic spindle; subunit of monopolin_ a complex that prevents biorientation of sister kinetochores to ensure homolog biorientation during meiosis I; regulates the conformation_ enzyme kinetics and substrate specificity of the Dsn1p kinase_ Hrr1p; expressed only during the first meiotic division""	OG0004301
GWK60_G03399	protein_coding	CAGL0G03531g	QNG13855.1	YER115C	SPR6	S000000917	QNG13855.1 uncharacterized protein GWK60_G03399 [Nakaseomyces glabratus]	YER115C SPR6 SGDID_S000000917_ Chr V from 394867-394292_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; expressed during sporulation; not required for sporulation_ but gene exhibits genetic interactions with other genes required for sporulation""	OG0004302
GWK60_G03597	protein_coding	CAGL0G03729g	QNG13864.1	YOR372C	NDD1	S000005899	QNG13864.1 uncharacterized protein GWK60_G03597 [Nakaseomyces glabratus]	YOR372C NDD1 SGDID_S000005899_ Chr XV from 1036471-1034807_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transcriptional activator essential for nuclear division; localized to the nucleus; essential component of the mechanism that activates the expression of a set of late-S-phase-specific genes; turnover is tightly regulated during cell cycle and in response to DNA damage""	OG0004303
GWK60_G04015	protein_coding	CAGL0G04191g	QNG13882.1	YGR179C	OKP1	S000003411	QNG13882.1 uncharacterized protein GWK60_G04015 [Nakaseomyces glabratus]	YGR179C OKP1 SGDID_S000003411_ Chr VII from 854895-853675_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Outer kinetochore protein required for accurate chromosome segregation; component of COMA _Ctf19p_ Okp1p_ Mcm21p_ Ame1p_ a kinetochore sub-complex which functions as a platform for kinetochore assembly; orthologous to human centromere constitutive-associated network _CCAN_ subunit CENP-Q and fission yeast fta7""	OG0004304
GWK60_G04455	protein_coding	CAGL0G04675g	QNG13899.1	YDR494W	RSM28	S000002902	QNG13899.1 uncharacterized protein GWK60_G04455 [Nakaseomyces glabratus]	YDR494W RSM28 SGDID_S000002902_ Chr IV from 1436930-1438015_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial ribosomal protein of the small subunit; genetic interactions suggest a possible role in promoting translation initiation""	OG0004305
GWK60_G04719	protein_coding	CAGL0G04939g	QNG13911.1	YLR368W	MDM30	S000004360	QNG13911.1 uncharacterized protein GWK60_G04719 [Nakaseomyces glabratus]	YLR368W MDM30 SGDID_S000004360_ Chr XII from 857540-859336_ Genome Release 64-5-1_ Verified ORF_ ""F-box component of an SCF ubiquitin protein ligase complex; associates with and is required for Fzo1p ubiquitination and for mitochondria fusion; stimulates nuclear export of specific mRNAs; promotes ubiquitin-mediated degradation of Gal4p in some strains""	OG0004306
GWK60_G04939	protein_coding	CAGL0G05159g	QNG13920.1	YDR065W	RRG1	S000002472	QNG13920.1 uncharacterized protein GWK60_G04939 [Nakaseomyces glabratus]	YDR065W RRG1 SGDID_S000002472_ Chr IV from 580687-581784_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs_ for respiratory growth and mitochondrial genome maintenance; required for vacuolar acidification; localizes to the matrix side of the inner mitochondrial membrane""	OG0004307
GWK60_G05049	protein_coding	CAGL0G05269g	QNG13925.1	YDR070C	FMP16	S000002477	QNG13925.1 uncharacterized protein GWK60_G05049 [Nakaseomyces glabratus]	YDR070C FMP16 SGDID_S000002477_ Chr IV from 588379-588098_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; may be involved in responding to conditions of stress; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress""	OG0004308
GWK60_G05115	protein_coding	CAGL0G05329g	QNG13928.1	YDR073W	SNF11	S000002480	QNG13928.1 uncharacterized protein GWK60_G05115 [Nakaseomyces glabratus]	YDR073W SNF11 SGDID_S000002480_ Chr IV from 592439-592948_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""	OG0004309
GWK60_G05401	protein_coding	CAGL0G05588g	QNG13941.1	YDL220C	CDC13	S000002379	QNG13941.1 uncharacterized protein GWK60_G05401 [Nakaseomyces glabratus]	YDL220C CDC13 SGDID_S000002379_ Chr IV from 65018-62244_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles regulating telomerase_ telomere end protection_ and telomere replication; can dynamically intermolecularly exchange between telomeric single-stranded DNA molecules; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""	OG0004310
GWK60_G05709	protein_coding	CAGL0G05896g	QNG13955.1	YHR143W	DSE2	S000001186	QNG13955.1 uncharacterized protein GWK60_G05709 [Nakaseomyces glabratus]	YHR143W DSE2 SGDID_S000001186_ Chr VIII from 385510-386487_ Genome Release 64-5-1_ Verified ORF_ ""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""	OG0004311
GWK60_G06347	protein_coding	CAGL0G06600g	QNG13982.1	YNL100W	MIC27	S000005044	QNG13982.1 uncharacterized protein GWK60_G06347 [Nakaseomyces glabratus]	YNL100W MIC27 SGDID_S000005044_ Chr XIV from 437613-438317_ Genome Release 64-5-1_ Verified ORF_ ""Component of the MICOS complex; MICOS _formerly MINOS or MitOS__ a mitochondrial inner membrane complex that extends into the intermembrane space with a role in the maintenance of crista junctions_ inner membrane architecture_ and formation of contact sites to the outer membrane; forms a subcomplex with Mic10p and Mic12p whose assembly and stability requires cardiolipin; orthologous to human APOO and APOOL""	OG0004312
GWK60_G06545	protein_coding	CAGL0G06820g	QNG13991.1	YJL023C	PET130	S000003560	QNG13991.1 uncharacterized protein GWK60_G06545 [Nakaseomyces glabratus]	YJL023C PET130 SGDID_S000003560_ Chr X from 398398-397355_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs_ for respiratory growth and mitochondrial genome maintenance; localizes to the matrix side of the inner mitochondrial membrane""	OG0004313
GWK60_G06589	protein_coding	CAGL0G06864g	QNG13993.1	YJL019W	MPS3	S000003556	QNG13993.1 uncharacterized protein GWK60_G06589 [Nakaseomyces glabratus]	YJL019W MPS3 SGDID_S000003556_ Chr X from 402897-404945_ Genome Release 64-5-1_ Verified ORF_ ""Nuclear envelope protein; required for SPB insertion_ SPB duplication_ Kar5p localization near the SPB and nuclear fusion; interacts with Mps2p to tether half-bridge to core SPB; N-terminal acetylation by Eco1p regulates its role in nuclear organization; localizes to the SPB half bridge and telomeres during meiosis; required with Ndj1p and Csm4p for meiotic bouquet formation and telomere-led rapid prophase movement; member of the SUN protein family _Sad1-UNC-84 homology_""	OG0004314
GWK60_G06985	protein_coding	CAGL0G07293g	QNG14010.1	YML029W	USA1	S000004491	QNG14010.1 uncharacterized protein GWK60_G06985 [Nakaseomyces glabratus]	YML029W USA1 SGDID_S000004491_ Chr XIII from 217362-219878_ Genome Release 64-5-1_ Verified ORF_ ""Scaffold subunit of the Hrd1p ubiquitin ligase; also promotes ligase oligomerization; involved in ER-associated protein degradation _ERAD_; interacts with the U1 snRNP-specific protein_ Snp1p""	OG0004315
GWK60_G07139	protein_coding	CAGL0G07447g	QNG14017.1	YPL168W	MRX4	S000006089	QNG14017.1 uncharacterized protein GWK60_G07139 [Nakaseomyces glabratus]	YPL168W MRX4 SGDID_S000006089_ Chr XVI from 231217-232509_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Protein that associates with mitochondrial ribosome; green fluorescent protein _GFP_-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated""	OG0004316
GWK60_G08129	protein_coding	CAGL0G08382g	QNG14062.1	YDR195W	REF2	S000002603	QNG14062.1 uncharacterized protein GWK60_G08129 [Nakaseomyces glabratus]	YDR195W REF2 SGDID_S000002603_ Chr IV from 848599-850200_ Genome Release 64-5-1_ Verified ORF_ ""RNA-binding protein; involved in the cleavage step of mRNA 3'-end formation prior to polyadenylation_ and in snoRNA maturation; part of holo-CPF subcomplex APT_ which associates with 3'-ends of snoRNA- and mRNA-encoding genes; putative regulatory subunit of type 1 protein phosphatase Glc7p_ required for actomyosin ring formation_ and for timely dephosphorylation and release of Bnr1p from the division site; relocalizes to the cytosol in response to hypoxia""	OG0004317
