Chromosome,Strand,Position,Reads,Gene
I,W,3887221,2,nan
I,W,3887266,1,nan
I,W,3887280,3,nan
I,W,3887292,1,nan
I,W,3887404,22,nan
I,W,3887434,2,nan
I,W,3887437,1,nan
I,W,3887564,1,nan
I,W,3888032,1,nan
I,W,3888070,1,nan
I,W,3888257,1,nan
I,W,3888263,17,nan
I,W,3888278,11,nan
I,W,3888288,23,nan
I,W,3888384,1,nan
I,W,3888385,31,nan
I,W,3888389,1,nan
I,W,3888416,223,nan
I,W,3888420,2,nan
I,W,3888439,1,nan
I,W,3888499,1,nan
I,W,3888507,3,nan
I,W,3888514,660,nan
I,W,3888515,2,nan
I,W,3888517,1,nan
I,W,3888528,1,nan
I,W,3888570,3,nan
I,W,3888607,12,nan
I,W,3888647,2,nan
I,W,3888673,1,nan
I,W,3888788,1,nan
I,W,3888879,39,nan
I,W,3889111,1,nan
I,W,3890656,1,nan
I,W,3890995,1,nan
I,W,3891148,8,nan
I,W,3891152,1,nan
I,W,3891185,1,nan
I,W,3891193,1,nan
I,W,3891220,42,nan
I,W,3891222,1,nan
I,W,3891228,280,nan
I,W,3891247,2,nan
I,W,3891263,75,nan
I,W,3891282,1,nan
I,W,3891288,1,nan
I,W,3891289,143,nan
I,W,3891290,1,nan
I,W,3891295,2,nan
I,W,3891313,19,nan
I,W,3891323,1,nan
I,W,3891324,595,nan
I,W,3891326,1,nan
I,W,3891336,6,nan
I,W,3891461,104,nan
I,W,3891486,6,nan
I,W,3891493,1,nan
I,W,3891525,1,nan
I,W,3891545,2,nan
I,W,3891560,2,nan
I,W,3891569,92,nan
I,W,3891570,1,nan
I,W,3891574,1,nan
I,W,3891650,7,nan
I,W,3891661,1,nan
I,W,3891662,1,nan
I,W,3891663,3,nan
I,W,3891857,1,nan
I,W,3891879,1,nan
I,W,3891900,10,nan
I,W,3891920,2,nan
I,W,3891936,2,nan
I,W,3891966,438,nan
I,W,3891970,4,nan
I,W,3891972,7,nan
I,W,3891978,2,nan
I,W,3891997,1,nan
I,W,3891999,290,nan
I,W,3892012,1,nan
I,W,3892019,2,nan
I,W,3892030,2,nan
I,W,3892031,2832,nan
I,W,3892115,271,nan
I,W,3892116,1,nan
I,W,3892218,1,nan
I,W,3892288,1,nan
I,W,3892299,1,nan
I,W,3892329,10,nan
I,W,3892397,1,nan
I,W,3892567,8,nan
I,W,3892618,3,nan
I,W,3892625,8,nan
I,W,3892762,6,nan
I,W,3892763,1315,nan
I,W,3892766,1,nan
I,W,3892770,2,nan
I,W,3892786,1,nan
I,W,3892792,28,nan
I,W,3892794,49,nan
I,W,3892798,1,nan
I,W,3892807,4,nan
I,W,3892808,2,nan
I,W,3892842,2,nan
I,W,3892907,1,nan
I,W,3893004,11,nan
I,W,3893019,428,nan
I,W,3893080,2,nan
I,W,3893211,1,nan
I,W,3893247,2,nan
I,W,3893380,2,nan
I,W,3893511,2,nan
I,W,3893552,41,nan
I,W,3893643,14,nan
I,W,3893764,1,nan
I,W,3893842,6,nan
I,W,3894071,1,nan
I,W,3894174,1,nan
I,W,3894643,1,nan
I,W,3894919,1,nan
I,W,3894929,2,nan
I,W,3894941,1,nan
I,W,3894976,3,nan
I,W,3895086,3,nan
I,W,3895216,1,nan
I,W,3895286,12,nan
I,W,3895677,1,nan
I,W,3895688,2,nan
I,W,3895719,24,nan
I,W,3895739,64,nan
I,W,3895806,2,nan
I,W,3896086,1,nan
I,W,3896091,1,nan
I,W,3896093,2,nan
I,W,3896257,14,nan
I,W,3896514,2,nan
I,W,3896537,1,nan
I,W,3896555,1,nan
I,W,3896582,1,nan
I,W,3896584,4,nan
I,W,3896701,1,nan
I,W,3896757,1,nan
I,W,3896777,22,nan
I,W,3896807,2,nan
I,W,3897076,25,nan
I,W,3897103,1,nan
I,W,3897251,1,nan
I,W,3897319,1,nan
I,W,3897385,72,nan
I,W,3897406,8,nan
I,W,3897408,29,nan
I,W,3897410,6,nan
I,W,3897412,1,nan
I,W,3897417,340,nan
I,W,3897426,3,nan
I,W,3897428,68,nan
I,W,3897585,2,nan
I,W,3897623,1,nan
I,W,3897634,5,nan
I,W,3897655,1,nan
I,W,3897770,1,nan
I,W,3897869,1,nan
I,W,3897874,57,nan
I,W,3898028,1,nan
I,W,3898040,1,nan
I,W,3898061,17,nan
I,W,3898066,1,nan
I,W,3898132,2,nan
I,W,3898212,1,nan
I,W,3898348,1,nan
I,W,3898350,2,nan
I,W,3898569,2,nan
I,W,3899282,1,nan
I,W,3899606,1,nan
I,W,3899686,1,nan
I,W,3899728,55,nan
I,W,3899733,301,nan
I,W,3899806,2,nan
I,W,3899808,3,nan
I,W,3899810,2,nan
I,W,3899839,2,nan
I,W,3899973,1,nan
I,W,3899984,3,nan
I,W,3899995,3,nan
I,W,3900017,3,nan
I,W,3900024,16,nan
I,W,3900026,240,nan
I,W,3900084,20,nan
I,W,3900111,4,nan
I,W,3900136,4,nan
I,W,3900139,1,nan
I,W,3900172,2,nan
I,W,3900213,1,nan
I,W,3900253,2,nan
I,W,3900255,2,nan
I,W,3900352,1,nan
I,W,3900365,2,nan
I,W,3900366,1,nan
I,W,3900785,1,nan
I,W,3901291,1,nan
I,W,3901318,1,nan
I,W,3902377,3,nan
I,W,3906722,1,nan
I,W,3907018,1,nan
I,W,3907025,1,nan
I,W,3907045,2,nan
I,W,3907056,132,nan
I,W,3907075,1,nan
I,W,3907076,5,nan
I,W,3907085,96,nan
I,W,3907086,1,nan
I,W,3907101,129,nan
I,W,3907110,1,nan
I,W,3907215,9,nan
I,W,3907230,1,nan
I,W,3907243,87,nan
I,W,3907249,13,nan
I,W,3907255,2,nan
I,W,3907305,71,nan
I,W,3907327,1,nan
I,W,3907328,496,nan
I,W,3907329,1,nan
I,W,3907336,143,nan
I,W,3907341,3,nan
I,W,3907343,73,nan
I,W,3907347,1,nan
I,W,3907349,1,nan
I,W,3907350,165,nan
I,W,3907358,34,nan
I,W,3907359,46,nan
I,W,3907363,1,nan
I,W,3907364,1,nan
I,W,3907372,36,nan
I,W,3907389,33,nan
I,W,3907395,8,nan
I,W,3907396,157,nan
I,W,3907420,2,nan
I,W,3907461,5,nan
I,W,3907629,1,nan
I,W,3907701,1,nan
I,W,3907727,2,nan
I,W,3907745,2,nan
I,W,3908333,3,nan
I,W,3908405,3,nan
I,W,3908424,1,nan
I,W,3908589,5,nan
I,W,3908600,1,nan
I,W,3908602,1,nan
I,W,3908857,36,nan
I,W,3908885,247,nan
I,W,3908890,1,nan
I,W,3908894,1,nan
I,W,3908902,1,nan
I,W,3908921,3,nan
I,W,3908933,1,nan
I,W,3909051,1,nan
I,W,3909060,7,nan
I,W,3909181,1,nan
I,W,3909182,2,nan
I,W,3909406,1,nan
I,W,3909447,1,nan
I,W,3909587,1,nan
I,W,3910386,2,nan
I,W,3910400,75,nan
I,W,3910470,77,nan
I,W,3910532,53,nan
I,W,3910543,1,nan
I,W,3910564,1,nan
I,W,3910568,1,nan
I,W,3910965,1,nan
I,W,3911261,1,nan
I,W,3911487,1,nan
I,W,3911574,4,nan
I,W,3911601,1,nan
I,W,3911701,1,nan
I,W,3911783,56,nan
I,W,3912449,1,nan
I,W,3912482,1,nan
I,W,3912523,2,nan
I,W,3912878,1,nan
I,W,3913013,1,nan
I,W,3913096,205,nan
I,W,3913097,2,nan
I,W,3913107,173,nan
I,W,3913111,10,nan
I,W,3913230,1,nan
I,W,3913231,40,nan
I,W,3913384,1,nan
I,W,3913388,1,nan
I,W,3913908,49,nan
I,W,3914077,3,nan
I,W,3914080,2,nan
I,W,3914081,3,nan
I,W,3914162,1,nan
I,W,3914189,1,nan
I,W,3914206,1,nan
I,W,3914365,2,nan
I,W,3914366,594,nan
I,W,3914367,3,nan
I,W,3914462,1,nan
I,W,3914527,111,nan
I,W,3914533,1,nan
I,W,3914544,21,nan
I,W,3914546,3,nan
I,W,3914624,19,nan
I,W,3914866,3,nan
I,W,3914868,9,nan
I,W,3914877,41,nan
I,W,3915042,3,nan
I,W,3915086,2,nan
I,W,3915192,2,nan
I,W,3915208,2,nan
I,W,3915486,1,nan
I,W,3915519,889,nan
I,W,3915520,3,nan
I,W,3915530,2,nan
I,W,3915702,1,nan
I,W,3915880,4,nan
I,W,3916098,1,nan
I,W,3916267,2,nan
I,W,3916541,2,nan
I,W,3917251,1,nan
I,W,3917361,1,nan
I,W,3917564,192,nan
I,W,3917565,3,nan
I,W,3917572,1,nan
I,W,3917585,3,nan
I,W,3917586,5,nan
I,W,3917698,2,nan
I,W,3917705,3,nan
I,W,3917759,1,nan
I,W,3917814,1,nan
I,W,3917844,4,nan
I,W,3917853,2,nan
I,W,3917869,4,nan
I,W,3918000,1,nan
I,W,3918218,1,nan
I,W,3918219,132,nan
I,W,3918308,2,nan
I,W,3918522,153,nan
I,W,3918530,1,nan
I,W,3918572,1,nan
I,W,3918761,7,nan
I,W,3918808,1,nan
I,W,3918817,1,nan
I,W,3918826,4,nan
I,W,3918935,3,nan
I,W,3918975,1,nan
I,W,3919081,1,nan
I,W,3919098,2,nan
I,W,3919199,3,nan
I,W,3919212,68,nan
I,W,3919344,1,nan
I,W,3919504,2,nan
I,W,3919585,1,nan
I,W,3919615,2,nan
I,W,3919650,3,nan
I,W,3919681,1,nan
I,W,3919721,2,nan
I,W,3919901,1,nan
I,W,3919922,1,nan
I,W,3920043,4,nan
I,W,3920045,8,nan
I,W,3920056,2,nan
I,W,3920060,127,nan
I,W,3920104,1,nan
I,W,3920111,46,nan
I,W,3920112,1,nan
I,W,3920114,1,nan
I,W,3920118,102,nan
I,W,3920143,9,nan
I,W,3920148,16,nan
I,W,3920304,6,nan
I,W,3920405,1,nan
I,W,3920460,1,nan
I,W,3920468,1,nan
I,W,3920479,3,nan
I,W,3920502,2,nan
I,W,3920514,1,nan
I,W,3920523,44,nan
I,W,3920533,2,nan
I,W,3920537,5,nan
I,W,3920687,1,nan
I,W,3920712,2,nan
I,W,3920721,101,nan
I,W,3920727,1,nan
I,W,3920731,4,nan
I,W,3920775,1,nan
I,W,3920788,5,nan
I,W,3920790,1,nan
I,W,3920794,163,nan
I,W,3920795,1,nan
I,W,3920797,75,nan
I,W,3920798,1,nan
I,W,3920799,21,nan
I,W,3920841,2,nan
I,W,3920968,1,nan
I,W,3920972,1,nan
I,W,3920973,33,nan
I,W,3920975,19,nan
I,W,3920979,10,nan
I,W,3920982,429,nan
I,W,3920984,88,nan
I,W,3920988,84,nan
I,W,3920992,198,nan
I,W,3921026,1,nan
I,W,3921044,20,nan
I,W,3921046,41,nan
I,W,3921156,1,nan
I,W,3921436,7,nan
I,W,3921476,1,nan
I,W,3921607,1,nan
I,W,3921614,12,nan
I,W,3921784,197,nan
I,W,3921877,1,nan
I,W,3921879,16,nan
I,W,3921885,68,nan
I,W,3921887,236,nan
I,W,3921892,1,nan
I,W,3921910,74,nan
I,W,3922002,1,nan
I,W,3922030,211,nan
I,W,3922056,3,nan
I,W,3922157,2,nan
I,W,3922170,1,nan
I,W,3922522,1,nan
I,W,3922523,87,nan
I,W,3922620,1,nan
I,W,3923062,1,nan
I,W,3923306,4,nan
I,W,3923307,2,nan
I,W,3923309,3,nan
I,W,3923385,2,nan
I,W,3923403,179,nan
I,W,3923472,1,nan
I,W,3923482,6,nan
I,W,3923526,1,nan
I,W,3923658,2,nan
I,W,3923679,4,nan
I,W,3923680,222,nan
I,W,3923689,1,nan
I,W,3923691,1,nan
I,W,3924121,35,nan
I,W,3924139,3,nan
I,W,3924140,232,nan
I,W,3924142,544,nan
I,W,3924143,2,nan
I,W,3924146,115,nan
I,W,3924157,45,nan
I,W,3924158,23,nan
I,W,3924170,1,nan
I,W,3924177,7,nan
I,W,3924259,5,nan
I,W,3924282,20,nan
I,W,3924413,2,nan
I,W,3924448,11,nan
I,W,3924460,89,nan
I,W,3924481,2,nan
I,W,3924514,1,nan
I,W,3924515,6,nan
I,W,3924516,68,nan
I,W,3924533,1,nan
I,W,3924540,3,nan
I,W,3924587,3,nan
I,W,3924589,4,nan
I,W,3924591,7,nan
I,W,3924594,2,nan
I,W,3924601,14,nan
I,W,3924602,21,nan
I,W,3924603,2,nan
I,W,3924611,6,nan
I,W,3924614,2,nan
I,W,3924630,2,nan
I,W,3924631,135,nan
I,W,3924642,2,nan
I,W,3924671,1,nan
I,W,3924903,1,nan
I,W,3925237,1,nan
I,W,3925366,9,nan
I,W,3925511,1,nan
I,W,3925515,141,nan
I,W,3925527,1,nan
I,W,3925533,2,nan
I,W,3925554,6,nan
I,W,3925555,1,nan
I,W,3925574,1,nan
I,W,3925586,1,nan
I,W,3925613,31,nan
I,W,3925621,5,nan
I,W,3925633,1,nan
I,W,3925668,1,nan
I,W,3925671,2,nan
I,W,3925807,1,nan
I,W,3925826,18,nan
I,W,3925834,12,nan
I,W,3925845,105,nan
I,W,3925846,1,nan
I,W,3925865,94,nan
I,W,3925871,2,nan
I,W,3925908,1,nan
I,W,3925912,2,nan
I,W,3925997,1,nan
I,W,3926032,1,nan
I,W,3926120,2,nan
I,W,3926123,2,nan
I,W,3926213,1,nan
I,W,3926268,1,nan
I,W,3926275,1,nan
I,W,3926480,1,nan
I,W,3927187,1,nan
I,W,3927550,2,nan
I,W,3927577,4,nan
I,W,3927578,1237,nan
I,W,3927590,272,nan
I,W,3927601,5,nan
I,W,3927791,2,nan
I,W,3928084,2,nan
I,W,3928305,1,nan
I,W,3928366,24,nan
I,W,3928373,1,nan
I,W,3928374,58,nan
I,W,3928382,32,nan
I,W,3928389,35,nan
I,W,3928391,3,nan
I,W,3928393,1,nan
I,W,3928395,1,nan
I,W,3928397,1,nan
I,W,3928398,69,nan
I,W,3928406,1,nan
I,W,3928413,1,nan
I,W,3928424,2,nan
I,W,3928432,2,nan
I,W,3928647,1,nan
I,W,3928689,5,nan
I,W,3928713,6,nan
I,W,3928848,4,nan
I,W,3928861,1,nan
I,W,3928870,1,nan
I,W,3929085,1,nan
I,W,3929202,217,nan
I,W,3929205,1,nan
I,W,3929280,4,nan
I,W,3929319,1,nan
I,W,3929375,2,nan
I,W,3929405,6,nan
I,W,3929508,3,nan
I,W,3929510,30,nan
I,W,3929531,7,nan
I,W,3929557,2,nan
I,W,3929571,2,nan
I,W,3929576,3,nan
I,W,3929627,1,nan
I,W,3929717,1,nan
I,W,3929851,1,nan
I,W,3929865,29,nan
I,W,3929882,1,nan
I,W,3929884,12,nan
I,W,3929922,3,nan
I,W,3929925,1,nan
I,W,3929928,77,nan
I,W,3929929,1,nan
I,W,3929931,50,nan
I,W,3929940,418,nan
I,W,3929941,2,nan
I,W,3929958,52,nan
I,W,3929959,1,nan
I,W,3929967,8,nan
I,W,3929980,1,nan
I,W,3929981,51,nan
I,W,3930024,1,nan
I,W,3930036,4,nan
I,W,3930040,1,nan
I,W,3930098,1,nan
I,W,3930120,3,nan
I,W,3930179,1,nan
I,W,3930180,94,nan
I,W,3930220,1,nan
I,W,3930251,2,nan
I,W,3930309,4,nan
I,W,3930312,1,nan
I,W,3930314,17,nan
I,W,3930421,2,nan
I,W,3930429,1,nan
I,W,3930436,8,nan
I,W,3930451,4,nan
I,W,3930454,110,nan
I,W,3930457,1,nan
I,W,3930462,3,nan
I,W,3930471,1,nan
I,W,3930489,4,nan
I,W,3930524,10,nan
I,W,3930619,1,nan
I,W,3930637,1,nan
I,W,3930646,3,nan
I,W,3930653,2,nan
I,W,3930740,1,nan
I,W,3930774,116,nan
I,W,3930882,1,nan
I,W,3930901,14,nan
I,W,3930905,1,nan
I,W,3931060,40,nan
I,W,3931074,3,nan
I,W,3931085,1,nan
I,W,3931086,1,nan
I,W,3931094,1,nan
I,W,3931219,104,nan
I,W,3931228,56,nan
I,W,3933425,1,nan
I,W,3933638,2,nan
I,W,3934040,1,nan
I,W,3934058,1,nan
I,W,3934061,2,nan
I,W,3934073,45,nan
I,W,3934077,4,nan
I,W,3934094,3,nan
I,W,3934096,20,nan
I,W,3934100,21,nan
I,W,3934103,13,nan
I,W,3934106,62,nan
I,W,3934120,131,nan
I,W,3934125,11,nan
I,W,3934129,415,nan
I,W,3934130,2,nan
I,W,3934136,23,nan
I,W,3934141,5,nan
I,W,3934208,2,nan
I,W,3934238,1,nan
I,W,3934240,1,nan
I,W,3934269,2,nan
I,W,3934344,1,nan
I,W,3934453,14,nan
I,W,3934454,1,nan
I,W,3934469,2,nan
I,W,3934472,99,nan
I,W,3934476,7,nan
I,W,3934483,5,nan
I,W,3934489,2,nan
I,W,3934493,17,nan
I,W,3934494,2,nan
I,W,3934506,2,nan
I,W,3934507,702,nan
I,W,3934566,2,nan
I,W,3934640,11,nan
I,W,3934659,1,nan
I,W,3934677,82,nan
I,W,3934716,1,nan
I,W,3934728,1,nan
I,W,3934851,1,nan
I,W,3934853,1,nan
I,W,3934992,1,nan
I,W,3934993,4,nan
I,W,3935004,1,nan
I,W,3935005,106,nan
I,W,3935007,11,nan
I,W,3935019,2,nan
I,W,3935022,1,nan
I,W,3935023,9,nan
I,W,3935025,255,nan
I,W,3935027,12,nan
I,W,3935029,2,nan
I,W,3935057,9,nan
I,W,3935061,10,nan
I,W,3935212,1,nan
I,W,3935252,49,nan
I,W,3935269,1,nan
I,W,3935270,92,nan
I,W,3935272,303,nan
I,W,3935283,1,nan
I,W,3935295,4,nan
I,W,3935300,7,nan
I,W,3935303,1,nan
I,W,3935308,26,nan
I,W,3935315,2,nan
I,W,3935322,2,nan
I,W,3935338,2,nan
I,W,3935340,1,nan
I,W,3935360,4,nan
I,W,3935404,1,nan
I,W,3935486,212,nan
I,W,3935487,2,nan
I,W,3935667,1,nan
I,W,3935830,1,nan
I,W,3936046,1,nan
I,W,3936055,1,nan
I,W,3936120,1,nan
I,W,3936161,1,nan
I,W,3936389,8,nan
I,W,3936567,7,nan
I,W,3936642,12,nan
I,W,3936680,1,nan
I,W,3936703,82,nan
I,W,3936704,1,nan
I,W,3936797,94,nan
I,W,3936812,183,nan
I,W,3936835,1,nan
I,W,3936841,76,nan
I,W,3936916,1,nan
I,W,3937590,3,nan
I,W,3937625,2,nan
I,W,3937637,4,nan
I,W,3937640,3,nan
I,W,3937674,2,nan
I,W,3937828,16,nan
I,W,3937983,1,nan
I,W,3938023,1,nan
I,W,3938028,2,nan
I,W,3938038,2,nan
I,W,3938050,1,nan
I,W,3938071,1,nan
I,W,3938082,1,nan
I,W,3938171,3,nan
I,W,3938224,50,nan
I,W,3938238,1,nan
I,W,3938264,4,nan
I,W,3938266,28,nan
I,W,3938275,6,nan
I,W,3938548,43,nan
I,W,3938568,454,nan
I,W,3938602,65,nan
I,W,3938605,5,nan
I,W,3938613,5,nan
I,W,3938616,6,nan
I,W,3938635,87,nan
I,W,3938647,4,nan
I,W,3938658,5,nan
I,W,3938661,19,nan
I,W,3938699,45,nan
I,W,3938720,1,nan
I,W,3938731,17,nan
I,W,3938754,1,nan
I,W,3938755,67,nan
I,W,3938763,1,nan
I,W,3938769,6,nan
I,W,3938774,5,nan
I,W,3938811,6,nan
I,W,3938959,2,nan
I,W,3938989,1,nan
I,W,3938990,24,nan
I,W,3938992,6,nan
I,W,3939017,1,nan
I,W,3939019,1,nan
I,W,3939046,1,nan
I,W,3939171,1,nan
I,W,3939264,18,nan
I,W,3939273,1,nan
I,W,3939280,17,nan
I,W,3939298,53,nan
I,W,3939307,1,nan
I,W,3939404,2,nan
I,W,3939431,11,nan
I,W,3939560,1,nan
I,W,3939562,134,nan
I,W,3939582,8,nan
I,W,3939663,1,nan
I,W,3939690,2,nan
I,W,3939767,97,nan
I,W,3939847,8,nan
I,W,3939859,1,nan
I,W,3939861,109,nan
I,W,3939862,1,nan
I,W,3939865,1,nan
I,W,3939867,137,nan
I,W,3939874,1,nan
I,W,3939898,5,nan
I,W,3939910,35,nan
I,W,3939912,1,nan
I,W,3940017,5,nan
I,W,3940038,1,nan
I,W,3940059,6,nan
I,W,3940063,5,nan
I,W,3940077,2,nan
I,W,3940130,5,nan
I,W,3940375,1,nan
I,W,3940647,1,nan
I,W,3941172,1,nan
I,W,3941364,1,nan
I,W,3941584,1,nan
I,W,3941631,2,nan
I,W,3941832,1,nan
I,W,3942186,141,nan
I,W,3942230,1,nan
I,W,3942289,1,nan
I,W,3942299,1,nan
I,W,3942337,1,nan
I,W,3942338,1,nan
I,W,3942467,4,nan
I,W,3942509,1,nan
I,W,3942513,2,nan
I,W,3942515,1,nan
I,W,3942564,2,nan
I,W,3942572,103,nan
I,W,3942729,2,nan
I,W,3942765,309,nan
I,W,3942766,2,nan
I,W,3942767,352,nan
I,W,3942893,1,nan
I,W,3942905,5,nan
I,W,3942916,569,nan
I,W,3942928,1,nan
I,W,3942929,11,nan
I,W,3942952,6,nan
I,W,3942957,499,nan
I,W,3942958,1722,nan
I,W,3942964,80,nan
I,W,3942968,18,nan
I,W,3943068,1,nan
I,W,3943088,1,nan
I,W,3943143,32,nan
I,W,3943151,1,nan
I,W,3943160,17,nan
I,W,3944283,1,nan
I,W,3944452,1,nan
I,W,3944592,1,nan
I,W,3944863,1,nan
I,W,3944959,2,nan
I,W,3945514,2,nan
I,W,3945973,3,nan
I,W,3946259,1,nan
I,W,3946265,1,nan
I,W,3946267,1,nan
I,W,3946295,3,nan
I,W,3946464,79,nan
I,W,3946466,1,nan
I,W,3946506,23,nan
I,W,3946529,4,nan
I,W,3946530,53,nan
I,W,3946533,2,nan
I,W,3946632,1,nan
I,W,3946647,1,nan
I,W,3946650,3,nan
I,W,3946688,3,nan
I,W,3946975,62,nan
I,W,3946992,1,nan
I,W,3947023,15,nan
I,W,3947043,18,nan
I,W,3947051,4,nan
I,W,3947102,1,nan
I,W,3947137,97,nan
I,W,3947146,43,nan
I,W,3947147,92,nan
I,W,3947155,1,nan
I,W,3947156,374,nan
I,W,3947622,3,nan
I,W,3947781,1,nan
I,W,3947979,2,nan
I,W,3948218,3,nan
I,W,3948415,1,nan
I,W,3948443,2,nan
I,W,3948731,1,nan
I,W,3948740,1,nan
I,W,3948874,12,nan
I,W,3949002,2,nan
I,W,3949045,2,nan
I,W,3949540,2,nan
I,W,3949877,17,nan
I,W,3949906,47,nan
I,W,3950052,1,nan
I,W,3950058,1,nan
I,W,3950059,1039,nan
I,W,3950064,2,nan
I,W,3950165,2,nan
I,W,3950217,2,nan
I,W,3950223,3,nan
I,W,3950225,9,nan
I,W,3950228,5,nan
I,W,3950274,9,nan
I,W,3950280,47,nan
I,W,3950297,17,nan
I,W,3950308,312,nan
I,W,3950318,2,nan
I,W,3950326,316,nan
I,W,3950328,85,nan
I,W,3950349,2,nan
I,W,3950364,3,nan
I,W,3950486,13,nan
I,W,3950488,52,nan
I,W,3950543,1,nan
I,W,3951369,1,nan
I,W,3951545,1,nan
I,W,3951685,6,nan
I,W,3951738,3,nan
I,W,3951916,6,nan
I,W,3951947,5,nan
I,W,3951988,2,nan
I,W,3951994,4,nan
I,W,3952083,2,nan
I,W,3952140,1,nan
I,W,3952145,97,nan
I,W,3952146,1,nan
I,W,3952159,1,nan
I,W,3952209,1,nan
I,W,3952271,1,nan
I,W,3952328,11,nan
I,W,3952365,2,nan
I,W,3952423,137,nan
I,W,3952454,1,nan
I,W,3952463,1,nan
I,W,3952629,1,nan
I,W,3952641,2,nan
I,W,3952663,1,nan
I,W,3952668,1,nan
I,W,3952676,1,nan
I,W,3952678,3,nan
I,W,3952680,1,nan
I,W,3952764,3,nan
I,W,3952768,34,nan
I,W,3952769,1,nan
I,W,3952771,2,nan
I,W,3952821,1,nan
I,W,3953009,1,nan
I,W,3953020,1,nan
I,W,3953040,5,nan
I,W,3953208,21,nan
I,W,3953219,1,nan
I,W,3953241,1,nan
I,W,3953242,19,nan
I,W,3953246,1,nan
I,W,3953261,27,nan
I,W,3953269,1,nan
I,W,3953289,91,nan
I,W,3953385,1,nan
I,W,3953437,1,nan
I,W,3953459,2,nan
I,W,3953475,1,nan
I,W,3953476,98,nan
I,W,3953616,1,nan
I,W,3953661,2,nan
I,W,3953760,1,nan
I,W,3953771,1,nan
I,W,3953795,3,nan
I,W,3953797,148,nan
I,W,3953801,3,nan
I,W,3953815,2,nan
I,W,3953849,2,nan
I,W,3954268,2,nan
I,W,3954357,1,nan
I,W,3954508,1,nan
I,W,3954776,2,nan
I,W,3954849,1,nan
I,W,3954968,6,nan
I,W,3955012,2,nan
I,W,3955273,5,nan
I,W,3955277,3,nan
I,W,3955417,1,nan
I,W,3955646,3,nan
I,W,3955660,4,nan
I,W,3955787,1,nan
I,W,3955805,1,nan
I,W,3955902,3,nan
I,W,3956056,3,nan
I,W,3956063,14,nan
I,W,3956106,7,nan
I,W,3956372,47,nan
I,W,3956445,1,nan
I,W,3956572,148,nan
I,W,3956575,1,nan
I,W,3956668,9,nan
I,W,3956735,2,nan
I,W,3956740,27,nan
I,W,3956747,5,nan
I,W,3956872,1,nan
I,W,3956966,2,nan
I,W,3956968,1,nan
I,W,3956974,1,nan
I,W,3956976,38,nan
I,W,3956997,1,nan
I,W,3957003,283,nan
I,W,3957004,1,nan
I,W,3957005,13,nan
I,W,3957045,1,nan
I,W,3957066,1,nan
I,W,3957067,2,nan
I,W,3957068,264,nan
I,W,3957072,2115,nan
I,W,3957073,7,nan
I,W,3957074,200,nan
I,W,3957079,95,nan
I,W,3957096,2,nan
I,W,3957097,3,nan
I,W,3957224,1,nan
I,W,3957225,19,nan
I,W,3957246,37,nan
I,W,3957249,1,nan
I,W,3957260,1,nan
I,W,3957655,1,nan
I,W,3957688,1,nan
I,W,3957758,1,nan
I,W,3957767,2,nan
I,W,3957943,4,nan
I,W,3958101,2,nan
I,W,3958125,19,nan
I,W,3958355,3,nan
I,W,3958395,127,nan
I,W,3958465,145,nan
I,W,3958473,462,nan
I,W,3958490,17,nan
I,W,3958492,89,nan
I,W,3958504,1,nan
I,W,3958523,610,nan
I,W,3958538,2,nan
I,W,3958763,2,nan
I,W,3958825,1,nan
I,W,3958867,5,nan
I,W,3958895,2,nan
I,W,3958922,6,nan
I,W,3958943,1,nan
I,W,3958944,33,nan
I,W,3959049,29,nan
I,W,3959153,1,nan
I,W,3959164,28,nan
I,W,3959168,2,nan
I,W,3959176,217,nan
I,W,3959177,1,nan
I,W,3959233,1,nan
I,W,3959236,1,nan
I,W,3959238,2,nan
I,W,3959246,420,nan
I,W,3959247,1,nan
I,W,3959252,1,nan
I,W,3959253,683,nan
I,W,3959254,1,nan
I,W,3959289,3,nan
I,W,3959298,22,nan
I,W,3959306,1,nan
I,W,3959309,1,nan
I,W,3959310,1,nan
I,W,3959338,3,nan
I,W,3959346,3,nan
I,W,3959351,21,nan
I,W,3959371,29,nan
I,W,3959376,1,nan
I,W,3959383,75,nan
I,W,3959390,1,nan
I,W,3959394,1,nan
I,W,3959416,1,nan
I,W,3959417,1,nan
I,W,3959447,1,nan
I,W,3959522,1,nan
I,W,3959554,2,nan
I,W,3959611,1,nan
I,W,3959642,2,nan
I,W,3959653,1,nan
I,W,3959654,73,nan
I,W,3959669,26,nan
I,W,3959675,623,nan
I,W,3959677,42,nan
I,W,3959678,1,nan
I,W,3959721,2,nan
I,W,3959726,1,nan
I,W,3959727,113,nan
I,W,3959747,6,nan
I,W,3959754,1,nan
I,W,3959880,10,nan
I,W,3960028,1,nan
I,W,3960489,3,nan
I,W,3960658,1,nan
I,W,3960732,1,nan
I,W,3960926,1,nan
I,W,3961169,4,nan
I,W,3961358,80,nan
I,W,3961749,1,nan
I,W,3962138,1,nan
I,W,3962335,34,nan
I,W,3962536,9,nan
I,W,3962541,2,nan
I,W,3962581,2,nan
I,W,3962582,608,nan
I,W,3962591,3,nan
I,W,3962616,1,nan
I,W,3962629,1,nan
I,W,3962761,73,nan
I,W,3962765,11,nan
I,W,3962880,1,nan
I,W,3962891,1,nan
I,W,3962900,1,nan
